ip,prefix,provider,asn,asn_name,source_date,score_prehire,tier_prehire,score_posthire,tier_posthire,first_seen,last_seen,active
2.58.173.241,,cyberghost,AS212238,"CDNEXT, GB",2026-05-17,5,contextual,5,contextual,2026-05-07,2026-05-17,false
66.56.82.7,,cyberghost,AS212238,"CDNEXT, GB",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
46.246.8.181,,cyberghost,AS42708,"GLESYS glesys.com, SE",2026-05-17,5,contextual,5,contextual,2026-05-12,2026-05-17,false
158.173.101.53,,cyberghost,AS212238,"CDNEXT, GB",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
181.214.218.104,,cyberghost,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-10,2026-05-17,false
158.173.101.18,,cyberghost,AS212238,"CDNEXT, GB",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
146.70.123.153,,cyberghost,AS9009,"M247, RO",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
181.214.218.230,,cyberghost,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-11,2026-05-17,false
181.214.218.236,,cyberghost,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
181.214.218.248,,cyberghost,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-13,2026-05-17,false
181.214.218.247,,cyberghost,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
173.244.58.160,,cyberghost,AS212238,"CDNEXT, GB",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
104.28.158.44,,vpngate,AS13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
222.119.121.109,,vpngate,AS4766,"KIXS-AS-KR Korea Telecom, KR",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
220.254.245.143,,vpngate,AS18268,"JANIS Naganoken Kyodou Densan Co.Ltd., JP",2026-05-17,5,contextual,5,contextual,2026-05-08,2026-05-17,false
126.110.40.62,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
118.19.34.216,,vpngate,AS4713,"OCN NTT DOCOMO BUSINESS,Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
124.110.164.64,,vpngate,AS9351,"ZLAN ZTV CO.,LTD, JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
180.145.170.22,,vpngate,AS17511,"OPTAGE OPTAGE Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
101.142.235.153,,vpngate,AS17511,"OPTAGE OPTAGE Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
114.163.141.21,,vpngate,AS4713,"OCN NTT DOCOMO BUSINESS,Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
174.72.117.137,,vpngate,AS22773,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc., US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
115.163.149.176,,vpngate,AS2527,"SO-NET Sony Network Communications Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-15,2026-05-17,false
114.35.64.20,,vpngate,AS3462,"HINET Data Communication Business Group, TW",2026-05-17,5,contextual,5,contextual,2026-05-07,2026-05-17,false
106.159.72.208,,vpngate,AS2516,"KDDI KDDI CORPORATION, JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
60.122.90.45,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
218.228.217.234,,vpngate,AS17511,"OPTAGE OPTAGE Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
60.83.189.28,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
60.61.234.94,,vpngate,AS9824,"JTCL-JP-AS JCOM Co., Ltd., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
125.137.135.215,,vpngate,AS4766,"KIXS-AS-KR Korea Telecom, KR",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
171.5.181.185,,vpngate,AS45758,"TTBP-AS-AP Triple T Broadband Public Company Limited, TH",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
60.93.245.14,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
49.228.96.96,,vpngate,AS133481,"AIS-FIBRE-AS-AP AIS Fibre, TH",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
222.121.176.185,,vpngate,AS4766,"KIXS-AS-KR Korea Telecom, KR",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
218.228.225.13,,vpngate,AS17511,"OPTAGE OPTAGE Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
60.127.235.152,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
60.135.67.199,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
220.208.123.22,,vpngate,AS4721,"JCN JCOM Co., Ltd., JP",2026-05-17,5,contextual,5,contextual,2026-05-12,2026-05-17,false
126.29.22.129,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
60.135.148.65,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
175.209.73.196,,vpngate,AS4766,"KIXS-AS-KR Korea Telecom, KR",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
115.126.203.52,,vpngate,AS9976,"ICNDP-AS-KR Namincheon Brodcasting Co., Ltd., KR",2026-05-17,5,contextual,5,contextual,2026-05-13,2026-05-17,false
144.31.24.69,,vpngate,AS205089,"ALFAHOST, GE",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
219.62.9.65,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
133.114.152.31,,vpngate,AS2527,"SO-NET Sony Network Communications Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
202.217.137.157,,vpngate,AS4725,"ODN SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-16,2026-05-17,false
219.104.160.40,,vpngate,AS2527,"SO-NET Sony Network Communications Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
133.32.218.29,,vpngate,AS2519,"VECTANT ARTERIA Networks Corporation, JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
42.126.78.151,,vpngate,AS10010,"TOKAI TOKAI Communications Corporation, JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
153.232.233.19,,vpngate,AS4713,"OCN NTT DOCOMO BUSINESS,Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
125.135.28.213,,vpngate,AS4766,"KIXS-AS-KR Korea Telecom, KR",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
60.83.88.123,,vpngate,AS17676,"GIGAINFRA SoftBank Corp., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
219.104.163.224,,vpngate,AS2527,"SO-NET Sony Network Communications Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
220.119.143.96,,vpngate,AS4766,"KIXS-AS-KR Korea Telecom, KR",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
24.17.237.245,,vpngate,AS7922,"COMCAST-7922 - Comcast Cable Communications, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
184.22.110.85,,vpngate,AS133481,"AIS-FIBRE-AS-AP AIS Fibre, TH",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
153.204.233.89,,vpngate,AS4713,"OCN NTT DOCOMO BUSINESS,Inc., JP",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
185.64.211.68,,vpngate,AS31724,"SVYAZIST-AS, RU",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
222.114.123.15,,vpngate,AS4766,"KIXS-AS-KR Korea Telecom, KR",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
121.139.252.138,,vpngate,AS4766,"KIXS-AS-KR Korea Telecom, KR",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
138.197.128.83,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-11,2026-05-17,false
143.198.44.252,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-14,2026-05-17,false
165.245.233.70,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-11,2026-05-17,false
137.184.170.229,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
178.128.234.17,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-12,2026-05-17,false
159.89.112.7,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-15,2026-05-17,false
138.197.132.189,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-13,2026-05-17,false
137.184.165.148,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
104.64.128.228,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.233.92.137,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.235.204.39,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.235.192.147,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
104.64.142.38,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.235.213.77,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.235.207.213,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.235.211.22,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.233.88.28,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.235.207.33,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
104.105.81.238,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-14,2026-05-17,false
172.232.214.143,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
104.105.81.231,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
167.99.131.124,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
157.230.100.143,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
207.154.207.116,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
64.226.83.174,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
142.93.169.131,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
207.154.193.242,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
104.248.248.114,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
207.154.233.168,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
134.209.233.170,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
207.154.211.216,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
139.59.131.174,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.232.41.113,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-13,2026-05-17,false
167.99.175.56,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
192.241.192.199,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
165.22.159.188,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
162.243.129.60,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-08,2026-05-17,false
165.22.143.101,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-07,2026-05-17,false
198.199.98.194,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-16,2026-05-17,false
206.189.34.112,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.233.25.207,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-13,2026-05-17,false
172.235.116.162,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.233.29.124,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.233.25.166,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
172.233.27.127,,tunnelbear,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
38.248.89.40,,tunnelbear,AS46475,"LIMESTONENETWORKS - Limestone Networks, Inc., US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
208.76.221.202,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
65.20.108.55,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
65.20.99.95,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
65.20.111.215,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
208.76.222.196,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
65.20.100.41,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
65.20.109.16,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
208.85.19.25,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
208.76.221.53,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
65.20.103.0,,tunnelbear,AS20473,"AS-VULTR - The Constant Company, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
161.35.150.71,,tunnelbear,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
34.209.114.65,,hotspotshield,AS16509,"AMAZON-02 - Amazon.com, Inc., US",2026-05-17,12,contextual,20,strong,2026-05-17,2026-05-17,false
45.82.13.25,,flowvpn,AS215540,"GCS-AS, GB",2026-05-17,5,contextual,5,contextual,2026-05-16,2026-05-17,false
103.56.7.121,,flowvpn,AS140599,"COMFACCORPORATION-AS-AP COMFAC CORPORATION, PH",2026-05-17,5,contextual,5,contextual,2026-05-17,2026-05-17,false
37.19.197.156,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
212.56.54.81,,pia,AS4213,"EVOCATIVE-GLOBAL - Krypt Technologies, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
212.56.54.54,,pia,AS4213,"EVOCATIVE-GLOBAL - Krypt Technologies, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
188.126.89.11,,pia,AS42708,"GLESYS glesys.com, SE",2026-05-16,8,contextual,8,contextual,2026-05-13,2026-05-16,false
181.215.182.209,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
156.146.39.26,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-10,2026-05-16,false
102.129.234.183,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
156.146.39.24,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.215.182.226,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
103.108.174.48,,pia,,,2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
103.108.174.54,,pia,,,2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
66.56.81.213,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-11,2026-05-16,false
66.56.81.195,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-07,2026-05-16,false
181.41.202.164,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-10,2026-05-16,false
181.214.164.46,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.214.166.164,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-10,2026-05-16,false
181.214.166.238,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.214.166.152,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.214.164.28,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.214.166.147,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.214.164.38,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.214.166.170,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
212.32.50.131,,pia,AS6461,"ZAYO-6461 - Zayo Bandwidth, US",2026-05-16,8,contextual,8,contextual,2026-05-07,2026-05-16,false
212.32.50.57,,pia,AS6461,"ZAYO-6461 - Zayo Bandwidth, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
173.239.217.153,,pia,AS137409,"GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU",2026-05-16,8,contextual,8,contextual,2026-05-08,2026-05-16,false
102.129.232.71,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
102.129.232.64,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-11,2026-05-16,false
191.96.168.82,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.214.206.111,,pia,AS3257,"GTT-BACKBONE GTT, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
158.173.21.151,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-08,2026-05-16,false
191.96.168.87,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
191.96.168.66,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.214.206.129,,pia,AS3257,"GTT-BACKBONE GTT, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
158.173.21.157,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
191.96.168.64,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.214.206.89,,pia,AS3257,"GTT-BACKBONE GTT, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
181.41.206.86,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
212.56.53.162,,pia,AS4213,"EVOCATIVE-GLOBAL - Krypt Technologies, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
191.96.106.12,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
156.146.60.148,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
156.146.60.73,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
151.240.205.11,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-12,2026-05-16,false
191.96.227.15,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
37.19.220.99,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
102.129.235.58,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
178.249.214.100,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
66.56.81.8,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
178.249.214.108,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-07,2026-05-16,false
178.249.214.123,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-11,2026-05-16,false
191.96.67.210,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
37.19.221.44,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
191.96.67.102,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
140.228.24.224,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
140.228.21.109,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
140.228.24.94,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
140.228.24.106,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
140.228.21.126,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
146.70.11.43,,pia,AS9009,"M247, RO",2026-05-16,8,contextual,8,contextual,2026-05-08,2026-05-16,false
146.70.11.23,,pia,AS9009,"M247, RO",2026-05-16,8,contextual,8,contextual,2026-05-07,2026-05-16,false
146.70.11.34,,pia,AS9009,"M247, RO",2026-05-16,8,contextual,8,contextual,2026-05-07,2026-05-16,false
66.56.80.160,,pia,AS212238,"CDNEXT, GB",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
151.241.125.236,,pia,AS174,"COGENT-174 - Cogent Communications, LLC, US",2026-05-16,8,contextual,8,contextual,2026-05-16,2026-05-16,false
