ASN,Name,Country
AS12605,"LIWEST-AT Linz, Austria, AT",
AS396190,"LEASEWEB-USA-SEA, US",
AS8151,"UNINET, MX",
AS846,SOLV-OCC-01,
AS52423,"Data Miners S.A. Racknation.cr , CR",
AS199246,TOPHOST - ENARTIA Single Member S.A.,
AS39614,"DAWICO, DE",
AS48101,"TROOLI-AS Trooli Ltd, GB",
AS5528,JSC-BALTICOM3 - JSC BALTICOM,
AS62005,"BV-EU-AS, EE",
AS61424,ESERVER-SK-AS - eServer s.r.o.,
AS26381,"HSBC-COM, US",
AS49409,IVERNORGE - IVER NORGE AS,
AS20347,GFN-,
AS6553,HTCNET-ORG,
AS35916,"MULTA-ASN1, US",
AS20454,"SSASN2, US",
AS21607,"LAZERWARE-INC, US",
AS619,"DNIC-ASBLK-00616-00665, US",
AS20447,"KITAUJI-NETWORKS, US",
AS42,WOODYNET-1,
AS20836,"CDLAN-AS Milano, IT",
AS23961,"MNI-AS-AP Misaka Network, Inc., US",
AS39421,SAPINET-AS - Sapinet SAS,
AS3329,"HOL-GR Athens, Greece, GR",
AS45839,"SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd, MY",
AS361,DNIC-ASBLK-00306-00371,
AS35758,HQSERV_NETWORKS - Rachamim Aviel Twito,
AS199968,IWSNET - IWS NETWORKS LLC,
AS202425,"INT-NETWORK, SC",
AS2603,"NORDUNET, DK",
AS398,AFCONC-BLOCK1-AS,
AS59711,"HZ-EU-AS, BG",
AS207916,"VELOCITY1UK, GB",
AS1273,"CW Vodafone Group PLC, EU",
AS201308,"CASTLEGEM, RO",
AS19885,ISOCENTRIC,
AS24589,"TELENETSIA-AS Telenet AUT-NUM peering specification object, LV",
AS64396,"BIB, DE",
AS328366,"FirstnetTechnology-AS, ZA",ZA
AS1380,MCVEAN,
AS197648,"CL8ASN1, CY",
AS160,"U-CHICAGO-AS, US",
AS2117,"Garching, Germany, DE",
AS4270,Red de Interconexion Universitaria,
AS15502,"VODAFONE-IRELAND-ASN, IE",
AS62282,"RACKRAY UAB Rakrejus, LT",
AS9070,"COOOLBOX, BG",
AS8447,"A1TELEKOM-AT A1 Telekom Austria AG, AT",
AS35492,"FUNKFEUER, AT",
AS3249,ESTPAK - Telia Eesti AS,
AS43289,"TRABIA, MD",
AS201838,ASN-COMMUNITYFIBRE - Community Fibre Limited,
AS252,DNIC-AS-00252,
AS42730,"EVANZOAS, DE",
AS21,RAND,
AS5607,"BSKYB-BROADBAND-AS, GB",
AS20904,"NETPLAZA-AS, FI",
AS2685,"ATGS-MMD-AS, US",US
AS140599,"COMFACCORPORATION-AS-AP COMFAC CORPORATION, PH",
AS208258,"ACCESS2IT Access2.IT Network, NL",NL
AS24961,"MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG, DE",
AS35041,"NET-BINERO-STHLM1, SE",
AS786,"JANET Jisc Services Limited, GB",
AS57860,"ZENCURITY-NET, DK",
AS39927,"ELIGHT-AS, RU",
AS596,CENTURYLINK-LEGACY-LVLT-596,
AS2732,VALLIANT-TEL,
AS39698,MBAUER-ASN - Managementservice Kleka Sp. z o.o.,
AS21227,"OLIKA Location: Sweden, SE",
AS882,"GONET-ASN-17, CA",
AS47583,"AS-HOSTINGER, CY",
AS7015,"COMCAST-7015, US",
AS35470,XL-AS - Signet B.V.,
AS20773,"GODADDY, DE",
AS50297,"INFIUM, LT",
AS13213,"UK2NET-AS, GB",
AS264009,"INFIX TELECOM LTDA, BR",
AS6871,PLUSNET - British Telecommunications PLC,
AS20820,ASN-CJD-NET - JUDETUL DAMBOVITA,
AS307,DNIC-ASBLK-00306-00371,
AS21412,"CGATES-AS, LT",LT
AS12488,"KRYSTAL, GB",GB
AS4685,"ASAHI-NET Asahi Net, JP",
AS1701,AS1701,
AS2024,NU,
AS55688,"BEON-AS-ID PT. Beon Intermedia, ID",
AS42675,"OBEHOSTING Obehosting AB, SE",
AS1248,"HERE, NL",
AS44103,"BAKKER-IT-AS, NL",NL
AS131,UCSB-NET-AS,
AS18106,"VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG",
AS399804,"HOSTODO, US",
AS876,"GONET-ASN-17, CA",
AS355,DNIC-ASBLK-00306-00371,
AS44679,"BINBOX-GLOBAL-SERVICES, RO",
AS6876,"TENET-AS, UA",
AS199765,,
AS11492,"CABLEONE, US",
AS199967,"THINK-HUGE, HK",
AS14203,JUNIPER-NETWORKS,
AS1650,CAMBRIDGEMA-PUBLIC-SCHOOLS,
AS16342,TOYA - Toya sp.z.o.o,
AS39636,ASN-AEMNET - IREN ENERGIA S.P.A,
AS397142,"FORT-COLLINS-CONNEXION, US",
AS21064,"OLMAN-COM-AS OLMAN, Metropolitan Area Network commercial AS, PL",
AS393408,"UNIV-PORTLAND, US",
AS84,DNIC-AS-00084,
AS12360,"KTK KEVAG Telekom GmbH, DE",
AS49,"US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY, US",
AS31103,"KEYWEB-AS, DE",
AS210644,AEZA-AS - AEZA INTERNATIONAL LTD,
AS157,HPE-15,
AS60131,"HIGH5-, NL",
AS35434,"PIRXNET-AS, PL",
AS32329,"MONKEYBRAINS, US",
AS33657,CMCS,
AS8437,"UTA-AS, AT",AT
AS77,"JHUAPL-AS, US",
AS24971,"MASTER-AS Czech Republic www.master.cz, CZ",
AS56,DNIC-AS-00056,
AS46015,"EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd., MY",
AS133206,DPL-AS-AP DGTEK PTY LTD,
AS4954,CARR,
AS910,"NORTA-CANAL, US",
AS5429,"IIP-NET-AS5429, RU",RU
AS212050,"DIN-SERVER, DK",
AS39385,"UORADEA-AS, RO",
AS47674,"NETSOLUTIONS - Net Solutions - Consultoria Em Tecnologias De Informacao, Sociedade Unipessoal LDA",
AS2021,UNISYS-INT,
AS4717,AI3 WIDE Project,
AS3173,"STANLEYWORKS-BE-AS, CH",
AS5089,"NTL, GB",
AS5568,"RBNET, RU",
AS6056,COLBY,
AS5716,CYBERCOM,
AS8767,"MNET-AS Germany, DE",
AS16185,"RINGNETT-NORWAY RingNett AS Autonomous System, NO",
AS21247,"IPSYN-AS, FR",
AS198859,ASKESKIKAISTA - Osuuskunta Keskikaista,
AS198930,"DE-VSM-ASN Peering, DE",DE
AS32181,"ASN-GIGENET, US",
AS7992,COGECOWAVE,
AS400846,TAMPA-COLO-ASN-PRIMARY,
AS3401,"SEATTLE, US",
AS51744,"ASJABLONKA, CZ",
AS4390,"BELLATLANTIC-COM, US",
AS92,CLARKSON-AS,
AS60522,"KOMMITT-AS KomMITT Ratingen GmbH, DE",
AS400682,"DARKDOT, US",
AS63199,"CDSC-AS1, US",
AS20969,"NOB, NL",NL
AS27323,"SERVERSTADIUM, US",
AS125,"HI-NET-AS, US",
AS6057,"Administracion Nacional de Telecomunicaciones, UY",
AS197225,"AIRNET - UAB ""Airnet TV""",
AS9105,"TISCALI-UK TalkTalk Communications Limited, GB",
AS112,"AS112-PROJECT, US",
AS3428,"ESNET-AS, US",
AS202422,"GHOST, LU",
AS322,DNIC-ASBLK-00306-00371,
AS1562,"DNIC-ASBLK-01550-01601, US",US
AS35661,"VIRTUASYS-EU Lift weight. Push bytes. Never drop. Repeat., FR",
AS7765,"KOUMBIT, CA",
AS3943,DMM,
AS8953,"ASN-ORANGE-ROMANIA, RO",
AS8100,"ASN-QUADRANET-GLOBAL, US",US
AS278,"Universidad Nacional Autonoma de Mexico, MX",
AS138,"DNIC-AS-00138, US",
AS29580,"A1BG_RSG A1 EAD, BG",BG
AS572,GBMC-TOW,
AS200651,"FLOKINET, IS",
AS39953,"HRBL-LAX-INTERNET-BGP, US",
AS2606,"WIFIBER, ES",
AS1403,"EBOX, CA",CA
AS15366,"DNSNET German Internet Service Providers, DE",
AS31736,"SENSELAN-AS senseLAN GmbH, CH",
AS8926,"MOLDTELECOM-AS Moldtelecom Autonomous System, MD",
AS982,PACKETFRAME,
AS843,"F5-XC-NAE, US",
AS1407,"QUOTEMEDIA, US",
AS4647,"CENTRANETWORKS-AU Centra Networks, AU",AU
AS13156,"AS13156 Palmela, PT",PT
AS25596,"CAMBRIUM-AS, NL",NL
AS35277,,
AS9009,"M247, RO",
AS22612,"NAMECHEAP-NET, US",
AS44592,"SKYLINK, NL",
AS39013,,
AS59444,"ASAMSNET, PL",
AS671,DNIC-AS-00671,
AS21250,"BAHNHOF Former Tyfon Svenska AB - Sweden, SE",
AS21612,"FUNDACAO INSTITUTO OSWALDO CRUZ, BR",BR
AS26347,"DREAMHOST-AS, US",
AS400564,"WESTONREED, US",
AS44066,"DE-FIRSTCOLO firstcolo.net, DE",
AS29222,"INFOMANIAK-AS, CH",
AS701,"UUNET, US",
AS49367,"ASSEFLOW, IT",
AS202282,"FIBRUS, GB",
AS1835,FSKNET-DK - Forskningsnettet - Danish network for Research and Education,
AS121,"DNIC-AS-00121, US",US
AS398395,"LEVELONESERVERS, US",
AS212271,"C1V Internet Service Provider in Italy, IT",IT
AS42159,DELTAHOST-AS - Zemlyaniy Dmitro Leonidovich,
AS1315,"IPFS, US",
AS44134,"BOLIGNET-AS - - - Transit - - -, DK",
AS205449,DEVNET - DevNet Oy,
AS3968,"El Colegio de Mexico, A.C., MX",MX
AS7195,"EDGEUNO S.A.S, CO",CO
AS209424,"FASTSPEED, DK",DK
AS204548,"CLOUDWEBMANAGE-IL-FR, US",US
AS20464,"HP-POLY, US",US
AS29802,"HVC-AS, US",US
AS2046,"DNIC-AS-02046, US",US
AS555,"VTSII, US",US
AS8972,"GD-EMEA-DC-SXB1, DE",DE
AS19108,"SUDDENLINK-COMMUNICATIONS, US",US
AS2559,"VISANET-1, US",US
AS28258,"VERO S.A, BR",BR
AS48605,,
AS396089,"NEXC, US",US
AS792,"ORACLE-ASNBLOCK-ASN, US",US
AS14277,"GIGSTREEM, US",US
AS3786,"LGDACOM LG DACOM Corporation, KR",KR
AS4940,"IAP-WORLDWIDE-SERVICES, US",US
AS25668,"CIPHERKEY, CA",CA
AS8758,"IWAY, CH",CH
AS64425,"-Reserved AS-, ZZ",
AS12637,"SEEWEB Web hosting, colocation and cloud services, IT",IT
AS205,"MONTCLAIR-AS, US",US
AS60404,"LITESERVER, NL",NL
AS20766,"GITOYEN-MAIN-AS The main Autonomous System of Gitoyen Paris, France., FR",FR
AS2140,"KYN-GTS, US",US
AS21409,"IKOULA, FR",FR
AS11403,"NYINTERNET, US",US
AS21231,"AEROFLOT Russia, Moscow, RU",RU
AS39471,"DTKT, UA",UA
AS7,"DSTL, EU",EU
AS8873,"WBERGNET, SE",SE
AS204641,"ECOMPUTE, RO",RO
AS14,"COLUMBIA-GW, US",US
AS4637,"ASN-TELSTRA-GLOBAL Telstra Global, HK",HK
AS8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",US
AS9443,"VOCUS-RETAIL-AU Vocus Retail, AU",AU
AS10929,"ESTRUXTURE-QC-10929, CA",CA
AS13188,"TRIOLAN, UA",UA
AS59741,"SINAVPS SinaVPS, CH",CH
AS39962,"PRETECS, CA",CA
AS61323,"UKFAST, GB",GB
AS20799,"DATANET-AS Datanet at ARK Data Centres - Secure Racks and CoLo, GB",GB
AS202914,"ADEODC, DK",DK
AS41608,"NEXTGENWEBS-NL, ES",ES
AS328720,"Nerospec-Networks, ZA",ZA
AS5740,"WORKFORCE, US",US
AS861,"GONET-ASN-17, CA",CA
AS102,"NSF-HQ-AS, US",US
AS58329,"SERVINGA-NL, DE",DE
AS203476,"GANDI-AS-2 Domain name registrar - www.gandi.net, FR",FR
AS3083,"CREDITSUISSEGROUP-AS Credit Suisse Group, CH",CH
AS7203,"LEASEWEB-USA-SFO, US",US
AS45037,"HISPAWEB-NETWORK, ES",ES
AS364,"DNIC-ASBLK-00306-00371, US",US
AS11232,"MIDCO-NET, US",US
AS5972,"DNIC-ASBLK-05800-06055, US",US
AS3491,"CONSOLE-CONNECT-ASN, US",US
AS61102,"INTERHOST, IL",IL
AS1620,"AS-DOELEGAL, US",US
AS39857,"TKY-AS, FI",FI
AS702,"UUNET, US",US
AS4851,"HOSTNETWORKS-AS-AU-AP Host Networks, AU",AU
AS210630,"INTERNET-SPEECH-AND-PRIVACY, ZZ",
AS543,"HP-POLY, US",US
AS212531,"INTERNETO-VIZIJA, LT",LT
AS19898,"FIBERLINK, US",US
AS13046,"ASN-ISKON, HR",HR
AS9087,"RACKDOG-EU, US",US
AS6866,"CYTA-NETWORK Internet Services, CY",CY
AS203380,"DAINTERNATIONALGROUP, BG",BG
AS31371,"WISSENSCHAFTSLADEN-AS Germany, DE",DE
AS1255,"SMITHCOLLEGE-AS, US",US
AS6805,"TDDE-ASN1, DE",DE
AS133398,"TELE-AS Tele Asia Limited, HK",HK
AS271,"BCNET-AS, CA",CA
AS20771,"CAUCASUS-CABLE-SYSTEM CCS Autonomous System, GE",GE
AS51396,"PFCLOUD Pfcloud UG, DE",DE
AS207408,"SERVINGA-EE, DE",DE
AS20626,"SANDNET Sweden, SE",SE
AS39287,"ABSTRACT, FI",FI
AS2614,"ROEDUNET, RO",RO
AS8283,"COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands, NL",NL
AS132335,"LEAPSWITCH-IN-AS-AP LEAPSWITCH NETWORKS PRIVATE LIMITED, IN",IN
AS20857,"TRANSIP-AS Amsterdam, the Netherlands, NL",NL
AS140787,"LAMA-AS-VN LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED, VN",VN
AS7684,"SAKURA-A SAKURA Internet Inc., JP",JP
AS12392,"ASVOO VOO S.A., BE",BE
AS205714,"TELE2HR Telemach Hrvatska d.o.o, HR",HR
AS3261,"DIPT-AS, UA",UA
AS13625,"REDWARNING, CA",CA
AS5632,"GORDONCOLLEGE, US",US
AS12874,"FASTWEB, IT",IT
AS589,"UNT-CAMPUS-AS, US",US
AS693,"NOTRE-DAME-AS, US",US
AS161,"TI-AS, US",US
AS19754,"FNL-33-19754, US",US
AS372,"AS372, US",US
AS254,"OPENTEXT, US",US
AS41075,"ATW-AS, HU",HU
AS198385,"ALPINEDC, CH",CH
AS19701,"YODLEE, US",US
AS20339,"RR-CENTRAL, US",US
AS210558,"SERVICES-1337-GMBH 1337-SERVICES-GMBH-NETWORK, DE",DE
AS33650,"COMCAST-33650, US",US
AS35179,"KORBANK-AS Korbank S. A., PL",PL
AS9008,"ASN-VO Visual Online S.A. Luxembourg, LU",LU
AS28685,"ASN-ROUTIT, NL",NL
AS20053,"AIRCLIC, CA",CA
AS34927,"IFOG-GMBH, CH",CH
AS19318,"IS-AS-1, US",US
AS8632,"LOL-AS lu, LU",LU
AS20942,"ISP-ASN2, IT",IT
AS19,"LEIDOS-AS, US",US
AS43513,"NANO-AS, LV",LV
AS892,"EBSI-ISP-FO-01, US",US
AS40138,"MDNET, US",US
AS190,"DNIC-AS-00190, US",US
AS22989,"FREEASINFREEDOM, US",US
AS3223,"VOXILITY, GB",GB
AS1897,"EUNET, PT",PT
AS565,"VTT-AS VTT autonomous system, FI",FI
AS1216,"ORACLE-OCI-IAD1, US",US
AS263812,"SONDATECH S.A.S., AR",AR
AS62365,"DESANET-AS Friedrich-List-Platz 2, DE",DE
AS21008,,
AS39572,"ADVANCEDHOSTERS-AS, NL",NL
AS134697,"LAUNTEL-AS-AP Launtel, AU",AU
AS61112,"AkileCloud Network, GB",GB
AS20228,"NTUA, US",US
AS399275,"SOLID, US",US
AS20419,"NETBLK-DMRCOM, US",US
AS3320,"DTAG Internet service provider operations, DE",DE
AS4890,"ASN-RICHLINE-FL, US",US
AS197540,"NETCUP-AS netcup GmbH, DE",DE
AS24,"AS24, US",US
AS44820,"TUTHOST, UA",UA
AS3269,"ASN-IBSNAZ, IT",IT
AS24940,"HETZNER-AS, DE",DE
AS207560,"VIKHOST, UA",UA
AS210278,"SKYIT-BB, IT",IT
AS328364,"Host-Africa-AS, ZA",ZA
AS97,"NTTA-97, US",US
AS14536,"ASN-SOL, US",US
AS16202,"TC-PRIMACOM, DE",DE
AS15626,"GF-UA, US",US
AS4761,"INDOSAT-INP-AP INDOSAT Internet Network Provider, ID",ID
AS4867,"CBOE, US",US
AS1555,"DNIC-ASBLK-01550-01601, US",US
AS8473,"BAHNHOF, SE",SE
AS32167,"LSHIY-USER-CONTENT, US",US
AS42927,"S-NET-AS, PL",PL
AS211409,"PRIMEFILTER, GB",GB
AS13693,"NTS-ONLINE, US",US
AS198225,"MDDSL-AS, DE",DE
AS22047,"VTR BANDA ANCHA S.A., CL",CL
AS329,"DNIC-ASBLK-00306-00371, US",US
AS5378,"Vodafone, GB",GB
AS16019,"VODAFONE-CZ-AS, CZ",CZ
AS21211,"PENKI-AS LT-01115, Vilnius, LT",LT
AS3242,"ASN-ITNET, IT",IT
AS59,"WISC-MADISON-AS, US",US
AS2683,"RADIO-MSU MSU, RU",RU
AS513,"CERN, CH",CH
AS350,"DNIC-ASBLK-00306-00371, US",US
AS22,"DNIC-AS-00022, US",US
AS61157,"PLUSSERVER-ASN1, DE",DE
AS21274,"BAS-NET-AS, BY",BY
AS7725,"COMCAST-7725, US",US
AS12508,"AS12508 Bratislava, Slovak Republic, SK",SK
AS39438,"-Reserved AS-, ZZ",
AS55,"UPENN, US",US
AS6181,"FUSE-NET, US",US
AS6109,"NDCHEALTH, US",US
AS17506,"UCOM ARTERIA Networks Corporation, JP",JP
AS6327,"SHAW, CA",CA
AS20242,"GCO-HQ, US",US
AS3366,"A2I-WEST, US",US
AS5663,"EDCNET, US",US
AS2611,"BELNET, BE",BE
AS32489,"AMANAHA-NEW, CA",CA
AS40000,"NOBLIS-AUTONOMOUS-SYSTEM, US",US
AS8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",DE
AS63930,"READYSERVER-SG READY SERVER PTE LTD, SG",SG
AS16086,"DNA, FI",FI
AS51395,"AS-SOFTPLUS, CH",CH
AS63023,"AS-GLOBALTELEHOST, US",US
AS204471,"KARSOLINK, IT",IT
