domain,dns_a,dns_aaaa,dns_mx,dns_ns,fuzzer,source_target
liguid.com,['103.224.182.251'],,['park-mx.above.com'],['ns1.abovedomains.com'],homoglyph,liquid.com
l1quid.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],homoglyph,liquid.com
liquib.com,['13.248.169.48'],,[''],['ns1.afternic.com'],homoglyph,liquid.com
liqu1d.com,['185.230.63.107'],,['alt1.aspmx.l.google.com'],['ns6.wixdns.net'],homoglyph,liquid.com
11quid.com,['198.185.159.144'],,,['ns-cloud-d1.googledomains.com'],homoglyph,liquid.com
1iquid.com,['2.57.91.91'],,,['ns1.dns-parking.com'],homoglyph,liquid.com
ilquid.com,['208.91.197.27'],,,['ns29.worldnic.com'],homoglyph,liquid.com
liqvid.com,['98.70.53.148'],,['liqvid-com.mail.protection.outlook.com'],['dns1.indiacyberspace.com'],homoglyph,liquid.com
l1qu1d.com,,,,['ns13.domaincontrol.com'],homoglyph,liquid.com
liquici.com,,['!ServFail'],,['ns-cloud-c1.googledomains.com'],homoglyph,liquid.com
liqui-d.com,['109.70.26.37'],,,['statuspage1.nic.ru'],hyphenation,liquid.com
li-quid.com,['191.96.144.201'],['2a02:4780:1e:a2c7:64ed:e5e5:224f:42f6'],,['ns1.dns-parking.com'],hyphenation,liquid.com
kliquid.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,,insertion,liquid.com
liquiid.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],insertion,liquid.com
oliquid.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],insertion,liquid.com
li2quid.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,liquid.com
likquid.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,liquid.com
liqiuid.com,['15.197.148.33'],,,['pdns11.domaincontrol.com'],insertion,liquid.com
mliquid.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns27.domaincontrol.com'],insertion,liquid.com
liquuid.com,['15.235.9.7'],,['ALT1.ASPMX.L.GOOGLE.com'],['ns1.pilotstarhosting.com'],insertion,liquid.com
liquoid.com,['198.185.159.144'],,,['dns1.p05.nsone.net'],insertion,liquid.com
pliquid.com,['91.233.87.123'],,['mail.pliquid.com'],['ns1.w3w.de'],insertion,liquid.com
liuid.com,['!ServFail'],['!ServFail'],['!ServFail'],['ns53.worldnic.com'],omission,liquid.com
lquid.com,['13.223.25.84'],,,['nsg1.namebrightdns.com'],omission,liquid.com
liqid.com,['198.202.211.1'],,['liqid-com.mail.protection.outlook.com'],['ns19.domaincontrol.com'],omission,liquid.com
liqui.com,['75.2.0.44'],,,['ns1.hosting.co.kr'],omission,liquid.com
iquid.com,,,['iquid-com.mail.protection.outlook.com'],['ns-1522.awsdns-62.org'],omission,liquid.com
liqud.com,,,['alt1.aspmx.l.google.com'],['ns-1348.awsdns-40.org'],omission,liquid.com
liiquid.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],repetition,liquid.com
lliquid.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],repetition,liquid.com
liqquid.com,['92.205.13.20'],,['liqquid-com.mail.protection.outlook.com'],['ns23.domaincontrol.com'],repetition,liquid.com
liquic.com,['!ServFail'],['!ServFail'],['!ServFail'],['ns1.linode.com'],replacement,liquid.com
loquid.com,['!ServFail'],['!ServFail'],['!ServFail'],['ns59.worldnic.com'],replacement,liquid.com
liqiid.com,['103.224.212.141'],,['park-mx.above.com'],['5014.ns1.abovedomains.com'],replacement,liquid.com
liquir.com,['13.248.169.48'],,[''],['ns5.afternic.com'],replacement,liquid.com
liqyid.com,['13.248.169.48'],,[''],['ns3.afternic.com'],replacement,liquid.com
liquod.com,['157.245.130.183'],['fe80::a423:90ff:fe66:bcdb'],['!ServFail'],['ns1.domainagents.com'],replacement,liquid.com
liquix.com,['162.159.140.98'],['2606:4700:7::60'],['alt1.aspmx.l.google.com'],['dns1.registrar-servers.com'],replacement,liquid.com
liwuid.com,['207.56.2.16'],,,['a7.share-dns.com'],replacement,liquid.com
liquis.com,['34.160.17.71'],,,,replacement,liquid.com
luquid.com,['34.174.148.163'],,['mx10.antispam.mailspamprotection.com'],['ns1.siteground.net'],replacement,liquid.com
oiquid.com,['52.60.87.163'],,,,replacement,liquid.com
piquid.com,['52.60.87.163'],,,['ns1.101domain.com'],replacement,liquid.com
lqiuid.com,['23.227.38.32'],,,['ns17.domaincontrol.com'],transposition,liquid.com
liqiud.com,['44.232.173.249'],,,['launch1.spaceship.net'],transposition,liquid.com
liuqid.com,['52.60.87.163'],,,['ns1.101domain.com'],transposition,liquid.com
liquidcom.com,['13.248.169.48'],,[''],['ns1.afternic.com'],various,liquid.com
lequid.com,['13.248.169.48'],,[''],['ns1.afternic.com'],vowel-swap,liquid.com
liqued.com,['13.248.169.48'],,[''],['ns1.afternic.com'],vowel-swap,liquid.com
liqoid.com,['13.248.243.5'],,,['ns75.domaincontrol.com'],vowel-swap,liquid.com
liqaid.com,['207.207.210.36'],,,['curitiba.ns.porkbun.com'],vowel-swap,liquid.com
luno.com,['104.18.34.135'],['2606:4700:4401::ac40:9979'],['alt1.aspmx.l.google.com'],['barbara.ns.cloudflare.com'],*original,luno.com
lunoj.com,['!ServFail'],['!ServFail'],['!ServFail'],['zoner.g1-dns.com'],addition,luno.com
lunot.com,['103.224.182.246'],,['park-mx.above.com'],['421.ns1.abovedomains.com'],addition,luno.com
lunoo.com,['104.21.21.248'],['2606:4700:3031::6815:15f8'],['mail.regios.org'],['anna.ns.cloudflare.com'],addition,luno.com
lunob.com,['104.21.29.175'],['2606:4700:3030::ac43:958f'],,['augustus.ns.cloudflare.com'],addition,luno.com
lunoh.com,['104.26.4.51'],['2606:4700:20::681a:433'],['route1.mx.cloudflare.net'],['haley.ns.cloudflare.com'],addition,luno.com
lunod.com,['109.235.174.4'],['2a00:1968:0:1::18'],,['ns1.loopiagroup.com'],addition,luno.com
lunok.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['domain-for-sale.hugedomainsdns.com'],addition,luno.com
lunoq.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],addition,luno.com
lunog.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,luno.com
lunon.com,['13.248.169.48'],,[''],['ns3.afternic.com'],addition,luno.com
lunoy.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,luno.com
lunoz.com,['13.56.33.8'],,,['ns1.brandbucket.com'],addition,luno.com
lunox.com,['139.59.209.78'],,['lunox-com.mail.protection.outlook.com'],['ns61.domaincontrol.com'],addition,luno.com
lunou.com,['173.209.32.67'],,['lunou.com'],['ns1.whc.ca'],addition,luno.com
lunor.com,['178.104.216.255'],,['lunor-com.mail.protection.outlook.com'],['ns65.domaincontrol.com'],addition,luno.com
lunow.com,['217.160.0.219'],['2001:8d8:100f:f000::200'],['mx00.ionos.de'],['ns1097.ui-dns.biz'],addition,luno.com
lunoc.com,['23.236.62.147'],,['mail.lunoc.com'],['ns1.dn-s.nl'],addition,luno.com
lunos.com,['44.232.173.249'],,,['launch1.spaceship.net'],addition,luno.com
lunoa.com,['49.212.235.44'],,['lunoa.com'],['ns1.dns.ne.jp'],addition,luno.com
lunof.com,['52.20.84.62'],,,['ns1.atom.com'],addition,luno.com
lunop.com,['52.20.84.62'],,,['ns1.atom.com'],addition,luno.com
lunoe.com,['86.105.245.69'],,,['ns1.eftydns.com'],addition,luno.com
lunom.com,['86.105.245.69'],,,['ns1.eftydns.com'],addition,luno.com
lunoi.com,['91.218.126.146'],,['87.233.194.107'],['ns1.mijndnsserver.nl'],addition,luno.com
lunol.com,,,['!ServFail'],['ns.buydomains.com'],addition,luno.com
lunov.com,,,['alt2.aspmx.l.google.com'],['ns35.domaincontrol.com'],addition,luno.com
huno.com,['104.18.30.3'],['2606:4700::6812:1e03'],['huno-com.mail.protection.outlook.com'],['dan.ns.cloudflare.com'],bitsquatting,luno.com
lunk.com,['104.21.5.204'],['2606:4700:3031::6815:5cc'],,['amalia.ns.cloudflare.com'],bitsquatting,luno.com
lulo.com,['104.21.93.205'],['2606:4700:3030::ac43:d660'],['amir.mx.cloudflare.net'],['alan.ns.cloudflare.com'],bitsquatting,luno.com
duno.com,['109.106.244.250'],,['mail.duno.com'],['dns1.registrar-servers.com'],bitsquatting,luno.com
lqno.com,['13.248.169.48'],,[''],['ns1.afternic.com'],bitsquatting,luno.com
lwno.com,['13.248.169.48'],,[''],['ns1.afternic.com'],bitsquatting,luno.com
muno.com,['149.154.59.7'],,,['ns3.gkg.net'],bitsquatting,luno.com
ltno.com,['15.197.148.33'],,,['ns23.domaincontrol.com'],bitsquatting,luno.com
lung.com,['15.197.225.128'],,,['ns49.domaincontrol.com'],bitsquatting,luno.com
nuno.com,['153.120.135.130'],,['alt1.aspmx.l.google.com'],['ns1.dns.ne.jp'],bitsquatting,luno.com
leno.com,['216.198.79.1'],,['mail.leno.com'],['dns1.name-services.com'],bitsquatting,luno.com
lunn.com,['216.40.34.37'],,['mx.netidentity.com.cust.hostedemail.com'],['ns1.mailbank.com'],bitsquatting,luno.com
lunm.com,['54.215.31.113'],,,['ns1.dyna-ns.net'],bitsquatting,luno.com
lujo.com,['81.46.225.163'],,['fb.mail.gandi.net'],['a.dns.gandi.net'],bitsquatting,luno.com
lufo.com,,['!ServFail'],['!ServFail'],['ns1.easyname.eu'],bitsquatting,luno.com
luoo.com,,,,['dns23.hichina.com'],bitsquatting,luno.com
xn--lno-m1a.com,['104.21.59.30'],['2606:4700:3034::6815:3b1e'],,['adel.ns.cloudflare.com'],homoglyph,luno.com
lum0.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],homoglyph,luno.com
ivno.com,['13.248.169.48'],,[''],['ns1.afternic.com'],homoglyph,luno.com
lurno.com,['13.248.169.48'],,[''],['ns5.afternic.com'],homoglyph,luno.com
iuro.com,['13.93.181.185'],,['mail1.namebrightmail.com'],['ns1.namebrightdns.com'],homoglyph,luno.com
lumo.com,['169.62.49.80'],,['mail.lumo.com'],['ns1glr.name.com'],homoglyph,luno.com
1uro.com,['173.236.139.76'],,['1uro-com.mail.protection.outlook.com'],['ns1.dreamhost.com'],homoglyph,luno.com
lvno.com,['192.64.119.87'],,,['dns1.registrar-servers.com'],homoglyph,luno.com
lvmo.com,['205.178.132.161'],,['mx.coxmail.com'],['dns105.register.com'],homoglyph,luno.com
xn--lum-mna.com,['213.186.33.5'],,['mx1.mail.ovh.net'],['dns200.anycast.me'],homoglyph,luno.com
xn--lun-una.com,['217.160.0.225'],['2001:8d8:100f:f000::210'],['mx00.ionos.de'],['ns1045.ui-dns.biz'],homoglyph,luno.com
1uno.com,['44.232.173.249'],,,['launch1.spaceship.net'],homoglyph,luno.com
iuno.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],homoglyph,luno.com
lvro.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],homoglyph,luno.com
iumo.com,['69.72.248.200'],,['ALT1.ASPMX.L.GOOGLE.com'],['ns1.uk6.fcomet.com'],homoglyph,luno.com
lunno.com,['86.105.245.69'],,,['ns1.eftydns.com'],homoglyph,luno.com
luro.com,['86.105.245.69'],,,['ns1.eftydns.com'],homoglyph,luno.com
lun0.com,['88.198.27.55'],,['lun0.com'],['ns1.hostino.com'],homoglyph,luno.com
xn--luo-j5y.com,,,,['ns-154-a.gandi.net'],homoglyph,luno.com
lu-no.com,['133.125.148.6'],,['lu-no.com'],['ns1.mixhost.jp'],hyphenation,luno.com
l-uno.com,['15.197.148.33'],,['mailstore1.secureserver.net'],['ns33.domaincontrol.com'],hyphenation,luno.com
lubno.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],insertion,luno.com
oluno.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],insertion,luno.com
lunjo.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,luno.com
luzno.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,luno.com
mluno.com,['15.197.148.33'],,,['ns03.domaincontrol.com'],insertion,luno.com
luino.com,['15.197.225.128'],,,['ns55.domaincontrol.com'],insertion,luno.com
lunbo.com,['154.218.7.2'],,,['dns13.hichina.com'],insertion,luno.com
pluno.com,['166.78.118.58'],,['alt1.aspmx.l.google.com'],['dns1.registrar-servers.com'],insertion,luno.com
lunho.com,['185.69.149.103'],,,['dns1.hitrost.net'],insertion,luno.com
lunmo.com,['203.12.200.78'],,,['ash.dnspod.net'],insertion,luno.com
luhno.com,['23.227.38.65'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],insertion,luno.com
lyuno.com,['23.227.38.66'],['2620:127:f00f:6::'],['mx.zoho.eu'],['ns-cloud-a1.googledomains.com'],insertion,luno.com
lumno.com,['54.237.57.21'],,,['ns1.namepros-dns.com'],insertion,luno.com
louno.com,['64.92.125.36'],,['louno.com'],['ns1.louno.com'],insertion,luno.com
liuno.com,['86.105.245.69'],,,['ns1.eftydns.com'],insertion,luno.com
kluno.com,,,,['ns1.googleghs.com'],insertion,luno.com
ljuno.com,,,,['docks11.rzone.de'],insertion,luno.com
uno.com,['185.230.63.107'],,['alt1.aspmx.l.google.com'],['ns14.wixdns.net'],omission,luno.com
lun.com,['200.12.17.22'],,['d8580a.ess.barracudanetworks.com'],['ns1.lun.com'],omission,luno.com
lno.com,['54.215.31.113'],,,['ns1.dyna-ns.net'],omission,luno.com
luo.com,['74.208.236.248'],,['alt1.aspmx.l.google.com'],['ns57.1and1.com'],omission,luno.com
luuno.com,['13.248.169.48'],,[''],['ns3.afternic.com'],repetition,luno.com
lluno.com,['52.20.84.62'],,,['ns1.atom.com'],repetition,luno.com
lunp.com,['13.248.169.48'],,[''],['ns1.afternic.com'],replacement,luno.com
lzno.com,['13.248.169.48'],,[''],['ns1.afternic.com'],replacement,luno.com
puno.com,['13.248.169.48'],,[''],['ns1.afternic.com'],replacement,luno.com
lino.com,['142.217.192.64'],,['mx0.telebecinternet.com'],['ns1.lino.com'],replacement,luno.com
luho.com,['192.155.84.236'],['2600:3c01::2000:3aff:feb3:2e94'],['mail.mailerhost.net'],['damao.ns.giantpanda.com'],replacement,luno.com
luni.com,['198.49.23.144'],,['mxa.mailgun.org'],['ns-cloud-d1.googledomains.com'],replacement,luno.com
lun9.com,['38.76.192.81'],,,['ns1.ename.net'],replacement,luno.com
ljno.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],replacement,luno.com
ouno.com,['86.105.245.69'],,,['ns1.eftydns.com'],replacement,luno.com
lubo.com,['89.106.200.1'],,['lubo-com.mail.protection.outlook.com'],['ns01.gcd-dns.com'],replacement,luno.com
lhno.com,['95.216.63.199'],,,['ns15.up99plus.com'],replacement,luno.com
kuno.com,,,,['ns1-01.azure-dns.com'],replacement,luno.com
lunl.com,,,['lunl.com'],['ns1cny.name.com'],replacement,luno.com
lnuo.com,['13.248.169.48'],,[''],['ns3.afternic.com'],transposition,luno.com
luon.com,['185.135.12.166'],,['luon-com.mail.protection.outlook.com'],['ns3.european-server.com'],transposition,luno.com
ulno.com,['52.20.84.62'],,,['ns1.squadhelp.com'],transposition,luno.com
lunocom.com,,,,['natasha.ns.cloudflare.com'],various,luno.com
lono.com,['13.248.169.48'],,[''],['ns1.afternic.com'],vowel-swap,luno.com
luna.com,['172.183.160.93'],,,['ns3.7732025862.net'],vowel-swap,luno.com
lano.com,['176.62.167.68'],,['lano-com.mail.protection.outlook.com'],['dina.ns.cloudflare.com'],vowel-swap,luno.com
lune.com,['192.64.119.95'],,,['dns1.registrar-servers.com'],vowel-swap,luno.com
lunu.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],vowel-swap,luno.com
meta.com,['157.240.22.19'],['2a03:2880:f031:12:face:b00c:0:2'],['mxa-00082601.gslb.pphosted.com'],['a.ns.facebook.com'],*original,meta.com
meta8.com,['!ServFail'],['!ServFail'],,,addition,meta.com
metac.com,['!ServFail'],['!ServFail'],['!ServFail'],['mns01.domaincontrol.com'],addition,meta.com
metax.com,['!ServFail'],,,['ns-1463.awsdns-54.org'],addition,meta.com
metaj.com,['103.224.182.246'],,['park-mx.above.com'],['421.ns1.abovedomains.com'],addition,meta.com
metak.com,['104.21.37.82'],['2606:4700:3035::6815:2552'],,['dawn.ns.cloudflare.com'],addition,meta.com
metal.com,['119.28.38.111'],,['hzmx01.mxmail.netease.com'],['f1g1ns1.dnspod.net'],addition,meta.com
meta0.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,meta.com
meta2.com,['13.248.169.48'],,[''],['ns5.afternic.com'],addition,meta.com
meta7.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,meta.com
metae.com,['13.248.169.48'],,[''],['ns3.afternic.com'],addition,meta.com
metap.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,meta.com
metaq.com,['13.248.169.48'],,[''],['ns1.afternic.com'],addition,meta.com
metar.com,['13.248.169.48'],,,['ns1.dan.com'],addition,meta.com
meta1.com,['158.51.95.38'],,,,addition,meta.com
meta9.com,['185.230.63.107'],,['alt1.aspmx.l.google.com'],['ns12.wixdns.net'],addition,meta.com
metad.com,['192.155.84.236'],['2600:3c01::2000:3aff:feb3:2e94'],,['ns3.gi.net'],addition,meta.com
metav.com,['194.9.89.155'],,['mail.metav.com'],['ns10.managed-ip.com'],addition,meta.com
metas.com,['195.149.84.65'],,,['redbusprimarydns.wn.com'],addition,meta.com
metaa.com,['210.114.6.178'],,['kr1-aspmx1.worksmobile.com'],['ns1.cafe24.co.kr'],addition,meta.com
metai.com,['35.173.228.115'],['!ServFail'],['!ServFail'],['ns1.dn.com'],addition,meta.com
metao.com,['35.173.228.115'],['!ServFail'],['!ServFail'],['ns1.dn.com'],addition,meta.com
metat.com,['35.173.228.115'],['!ServFail'],['!ServFail'],['ns1.dn.com'],addition,meta.com
metaw.com,['35.173.228.115'],,['!ServFail'],['ns1.dn.com'],addition,meta.com
metaz.com,['35.212.67.251'],,['mx10.mailspamprotection.com'],['ns1.siteground.net'],addition,meta.com
meta5.com,['75.2.70.75'],,['meta5-com.mail.protection.outlook.com'],['ns1.dotster.com'],addition,meta.com
metag.com,['80.88.85.16'],,['in.arubabusiness.it'],['ns.abdns.biz'],addition,meta.com
meta3.com,['85.13.168.108'],,['w021662b.kasserver.com'],['ns5.kasserver.com'],addition,meta.com
metay.com,['86.105.245.69'],,,['ns1.eftydns.com'],addition,meta.com
metaf.com,['89.46.106.43'],['2a00:6d40:4:3::c241:43'],['mx.metaf.com'],['dns.technorail.com'],addition,meta.com
metan.com,['94.199.205.39'],,['metan-com.mail.protection.outlook.com'],['cpns1.turhost.com'],addition,meta.com
meta4.com,,,,['a.ns.facebook.com'],addition,meta.com
meta6.com,,,['!ServFail'],['ns1.meta5.com'],addition,meta.com
metab.com,,,,['ns-1435.awsdns-51.org'],addition,meta.com
metah.com,,,,['dns1.registrar-servers.com'],addition,meta.com
metau.com,,,,['dns1.registrar-servers.com'],addition,meta.com
oeta.com,['!ServFail'],['!ServFail'],['!ServFail'],['mns01.domaincontrol.com'],bitsquatting,meta.com
mgta.com,['13.248.169.48'],,,['ns1.namefind.com'],bitsquatting,meta.com
ieta.com,['15.197.148.33'],,,['ns27.domaincontrol.com'],bitsquatting,meta.com
mdta.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns53.domaincontrol.com'],bitsquatting,meta.com
meva.com,['18.191.48.14'],['!ServFail'],['!ServFail'],['ns1.salepage.com'],bitsquatting,meta.com
mepa.com,['192.155.84.236'],['2600:3c01::2000:3aff:feb3:2e94'],['mail.mailerhost.net'],['damao.ns.giantpanda.com'],bitsquatting,meta.com
mete.com,['192.3.13.120'],,,['dns1.name-services.com'],bitsquatting,meta.com
metc.com,['209.17.116.163'],,,['ns1.worldnic.com'],bitsquatting,meta.com
mata.com,['216.40.34.37'],,['mx.netidentity.com.cust.hostedemail.com'],['ns1.mailbank.com'],bitsquatting,meta.com
eeta.com,['32.186.48.85'],['2600:1f14:ea2:fa00:c86:8d7c:3315:8aeb'],,['ns1.venture.com'],bitsquatting,meta.com
mmta.com,['50.28.38.148'],,,['ns47.worldnic.com'],bitsquatting,meta.com
meua.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],bitsquatting,meta.com
meti.com,['69.90.8.98'],,['mail.meti.com'],['ns1-01.azure-dns.com'],bitsquatting,meta.com
meda.com,['96.89.2.83'],,['meda-com.mail.protection.outlook.com'],['ns67.worldnic.com'],bitsquatting,meta.com
me4a.com,,,['mail1.namebrightmail.com'],['ns1.namebrightdns.com'],bitsquatting,meta.com
metq.com,,,,['ns.mailplug.com'],bitsquatting,meta.com
muta.com,,,['mxa.mailgun.org'],['ns-cloud-a1.googledomains.com'],bitsquatting,meta.com
xn--80ajuz.com,,,,['curitiba.ns.porkbun.com'],cyrillic,meta.com
neta.com,['104.21.15.147'],['2606:4700:3031::6815:f93'],['mx10.antispam.mailspamprotection.com'],['aryanna.ns.cloudflare.com'],homoglyph,meta.com
rreta.com,['104.21.2.2'],['2606:4700:3035::ac43:8071'],,['chase.ns.cloudflare.com'],homoglyph,meta.com
nncta.com,['128.2.43.228'],,,['nsauth1.net.cmu.edu'],homoglyph,meta.com
mneta.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],homoglyph,meta.com
nneta.com,['13.248.169.48'],,[''],['ns5.afternic.com'],homoglyph,meta.com
xn--met-3oa.com,['13.248.169.48'],,[''],['ns3.afternic.com'],homoglyph,meta.com
xn--met-sla.com,['13.248.169.48'],,,['ns1.dan.com'],homoglyph,meta.com
xn--mta-jma.com,['13.248.169.48'],,,['ns1.dan.com'],homoglyph,meta.com
ncta.com,['141.193.213.20'],,['ncta-com.mail.protection.outlook.com'],['ns1.dnsimple.com'],homoglyph,meta.com
xn--mta-bma.com,['146.88.234.239'],,['mail.xn--mta-bma.com'],['nsa.planethoster.net'],homoglyph,meta.com
mcta.com,['15.197.148.33'],,,['ns35.domaincontrol.com'],homoglyph,meta.com
xn--eta-s4y.com,['15.197.148.33'],,['xnetas4y-com0mi.mail.protection.outlook.com'],['ns17.domaincontrol.com'],homoglyph,meta.com
reta.com,['162.159.141.168'],,['reta-com.mail.protection.outlook.com'],['ns1.ymaws.com'],homoglyph,meta.com
xn--met-gla.com,['185.53.179.128'],,,['ns1.dyna-ns.net'],homoglyph,meta.com
xn--mt-kia8a.com,['198.185.159.144'],,,['ns-cloud-a1.googledomains.com'],homoglyph,meta.com
xn--met-ugz.com,['2.57.91.91'],,,['ns1.dns-parking.com'],homoglyph,meta.com
mmeta.com,['217.19.248.132'],,['mail.idp365.net'],['dns1.idp365.net'],homoglyph,meta.com
xn--met-ftb.com,['3.98.215.61'],,,['ns-1288.awsdns-33.org'],homoglyph,meta.com
nmeta.com,['44.232.173.249'],,,['ns1.dyna-ns.net'],homoglyph,meta.com
xn--mta-0ra.com,['54.215.31.113'],,,['ns1.dyna-ns.net'],homoglyph,meta.com
rmeta.com,['54.237.57.21'],,,['ns1.namepros-dns.com'],homoglyph,meta.com
xn--mta-fma.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],homoglyph,meta.com
rneta.com,,,,['clara.ns.cloudflare.com'],homoglyph,meta.com
xn--eta-l4x.com,,,,['ns-cloud-d1.googledomains.com'],homoglyph,meta.com
m-eta.com,['13.248.169.48'],,[''],['ns1.afternic.com'],hyphenation,meta.com
met-a.com,['185.53.179.128'],,,['ns1.dyna-ns.net'],hyphenation,meta.com
me-ta.com,['89.19.29.128'],,['mx-01.kurumsaleposta.com'],['ns1.natrohost.com'],hyphenation,meta.com
medta.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],insertion,meta.com
metya.com,['104.26.14.185'],['2606:4700:20::681a:eb9'],['mx1.privateemail.com'],['grace.ns.cloudflare.com'],insertion,meta.com
metfa.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],insertion,meta.com
meyta.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],insertion,meta.com
mezta.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],insertion,meta.com
mpeta.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['domain-for-sale.hugedomainsdns.com'],insertion,meta.com
jmeta.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,meta.com
kmeta.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,meta.com
me4ta.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,meta.com
pmeta.com,['13.248.169.48'],,[''],['ns1.afternic.com'],insertion,meta.com
mewta.com,['13.248.243.5'],,,['ns57.domaincontrol.com'],insertion,meta.com
m4eta.com,['15.197.148.33'],,,['ns11.domaincontrol.com'],insertion,meta.com
merta.com,['15.197.204.56'],,,['ns39.domaincontrol.com'],insertion,meta.com
mketa.com,['15.197.225.128'],,,['ns03.domaincontrol.com'],insertion,meta.com
mweta.com,['15.197.225.128'],,,['ns53.domaincontrol.com'],insertion,meta.com
met5a.com,['156.250.84.227'],,,['coleman.ns.cloudflare.com'],insertion,meta.com
metga.com,['174.129.25.170'],,,['dns1.p01.nsone.net'],insertion,meta.com
mefta.com,['216.250.121.44'],['2607:f1c0:1000:65:6cdd:7afd:ecd:820'],['mx00.ionos.com'],['ns1070.ui-dns.de'],insertion,meta.com
megta.com,['3.233.30.191'],,,['ns1.namepros-dns.com'],insertion,meta.com
lmeta.com,['35.173.228.115'],['!ServFail'],['!ServFail'],['ns1.dn.com'],insertion,meta.com
metra.com,['65.8.20.10'],,,['ns-1305.awsdns-35.org'],insertion,meta.com
metza.com,['66.45.246.141'],,,['ns1.serverhome.com'],insertion,meta.com
mseta.com,['74.208.236.163'],['2607:f1c0:100f:f000::200'],['mx00.ionos.com'],['ns1023.ui-dns.biz'],insertion,meta.com
mdeta.com,['74.208.236.198'],['2607:f1c0:100f:f000::200'],['mx00.ionos.com'],['ns1018.ui-dns.de'],insertion,meta.com
mleta.com,['86.105.245.69'],,,['ns1.eftydns.com'],insertion,meta.com
mzeta.com,['87.98.231.17'],,['mx3.ovh.net'],['dns102.ovh.net'],insertion,meta.com
mesta.com,,,['mx1.hc590-51.ca.iphmx.com'],['ns5.worldnic.com'],insertion,meta.com
mreta.com,,,,['ns3.ivenue.com'],insertion,meta.com
met.com,['162.159.140.127'],['2606:4700:7::7d'],['met-com.mail.protection.outlook.com'],['donald.ns.cloudflare.com'],omission,meta.com
mta.com,['170.28.137.107'],,['mta-com.mail.protection.outlook.com'],['blue.foundationdns.com'],omission,meta.com
eta.com,['34.83.211.115'],,['eta-com.mail.protection.outlook.com'],['ns43.domaincontrol.com'],omission,meta.com
mea.com,['96.45.82.137'],,['mx01.mea.com'],['ns10.dnsmadeeasy.com'],omission,meta.com
meeta.com,['107.180.47.119'],,,['ns53.domaincontrol.com'],repetition,meta.com
