domain,ip,shodan_ip,ports,vulns,tags,hostnames,os,priority,reason
airbnbb.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: airbnb
airbnbcom.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: airbnb
airbnb2.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: airbnb
amazon4.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
amazon6.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
amazon3.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
amazon5.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
amazon8.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
amazon0.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
amazond.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
amazonz.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
asquareup.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: squareup
awellsfargo.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: wellsfargo
aws.amazon0.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
aws.amazon3.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
aws.amazon4.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
aws.amazon5.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
aws.amazon8.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
aws.amazon6.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
aws.amazond.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
aws.zamazon.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
aws.amazonz.com,3.33.139.32,3.33.139.32,80,,cloud,aeedc42b70c898c66.awsglobalaccelerator.com,,1,Combo-squat: amazon
airbnb8.com,,38.63.189.152,,,,,,1,Combo-squat: airbnb
ahmetamanvermez.com,,172.67.199.6,,,,,,1,Combo-squat: meta
aapple.com,,5.22.145.121,,,,,,1,Combo-squat: apple
adobe6.com,159.100.9.121,159.100.9.121,993;995;587;110;143;80;465;21;22;25;8090;443;53,,self-signed;starttls,gempar4dlogin.com;www.gempar4dlogin.com,,1,Combo-squat: adobe
airbnbn.com,,103.224.182.211,,,,,,1,Combo-squat: airbnb
binances.us,,103.224.182.211,,,,,,1,Combo-squat: binance
ajgmail.com,38.45.65.11,38.45.65.11,2022;3306;80;2002;2003;22;443,CVE-2023-44487;CVE-2025-23419,eol-product;database,api.rhnx.xyz,,1,Combo-squat: gmail
aistudio.google.com,,142.250.177.238,,,,,,1,Combo-squat: google
airbnbz.com,,149.56.225.6,,,,,,1,Combo-squat: airbnb
airbnbo.com,,69.48.163.177,,,,,,1,Combo-squat: airbnb
airbnba.com,,23.105.175.18,,,,,,1,Combo-squat: airbnb
aiwritingmeta.com,151.101.3.52,151.101.3.52,80;443,,cdn,t.sni-820-default.ssl.fastly.net,,1,Combo-squat: meta
airbnby.com,147.79.79.186,147.79.79.186,80;443,,,hackoholics2022.stjosephstechnology.ac.in,,1,Combo-squat: airbnb
airbnbc.com,,63.141.242.44,,,,,,1,Combo-squat: airbnb
allstate1.com,64.29.145.73,64.29.145.73,80;443;21,,,hosted.mysuperpageshosting.com,,1,Combo-squat: allstate
airbnbt.com,46.28.105.2,46.28.105.2,80,,,default.wedos.net,,1,Combo-squat: airbnb
allstatecom.com,185.230.63.107,185.230.63.107,80;443;445,,,unalocated.63.wixsite.com,,1,Combo-squat: allstate
chatgptr.com,185.230.63.107,185.230.63.107,80;443;445,,,unalocated.63.wixsite.com,,1,Combo-squat: chatgpt
airbnbh.com,,5.22.145.16,,,,,,1,Combo-squat: airbnb
bgeico.com,,5.22.145.16,,,,,,1,Combo-squat: geico
allstatel.com,,103.224.182.247,,,,,,1,Combo-squat: allstate
albigmail.com,,5.230.123.239,,,,,,1,Combo-squat: gmail
allegmail.ru,,5.230.123.239,,,,,,1,Combo-squat: gmail
altruistfmk.com,,5.230.123.239,,,,,,1,Combo-squat: truist
archeologmails.ru,,5.230.123.239,,,,,,1,Combo-squat: gmail
autosuggmail.com,,5.230.123.239,,,,,,1,Combo-squat: gmail
astrophotogmail.ru,,5.230.123.239,,,,,,1,Combo-squat: gmail
bicentenebml.ru,,5.230.123.239,,,,,,1,Combo-squat: centene
catdogmail.com,,5.230.123.239,,,,,,1,Combo-squat: gmail
carpometacmail.ru,,5.230.123.239,,,,,,1,Combo-squat: meta
circumnavigmails.ru,,5.230.123.239,,,,,,1,Combo-squat: gmail
airbnbs.com,212.92.104.116,212.92.104.116,8080;80;53;443;8444;1022,,,piratesite.net,Linux,1,Combo-squat: airbnb
allstateu.com,18.217.251.129,18.217.251.129,80;443,,cloud,redirector.1brandsight.net,,1,Combo-squat: allstate
allstates.com,,20.127.157.104,,,,,,1,Combo-squat: allstate
alunord.com,208.98.40.25,208.98.40.25,6379;6380;80;81;1234;53;443,CVE-2023-44487;CVE-2022-31628;CVE-2022-31629;CVE-2022-37454;CVE-2024-25117;CVE-2017-8923;CVE-2025-23419;CVE-2013-2220;CVE-2022-4900;CVE-2021-23017;CVE-2024-3566;CVE-2021-3618;CVE-2007-3205;CVE-2024-5458,eol-product,,,1,Combo-squat: luno
allstated.com,,103.224.182.251,,,,,,1,Combo-squat: allstate
catdogmail.live,,103.224.182.251,,,,,,1,Combo-squat: gmail
ccigna.com,,103.224.182.251,,,,,,1,Combo-squat: cigna
cignaa.com,,103.224.182.251,,,,,,1,Combo-squat: cigna
citizebsbank.com,,103.224.182.251,,,,,,1,Combo-squat: citi
amazonianseller.com,172.67.129.152,172.67.129.152,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: amazon
amazone.com,,99.83.179.101,,,,,,1,Combo-squat: amazon
amazonm.com,52.223.38.30,52.223.38.30,80;443,,cloud,ab916511f7a2b0a02.awsglobalaccelerator.com,,1,Combo-squat: amazon
amazonomat.com,104.21.72.49,104.21.72.49,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: amazon
amazons.com,,52.34.40.141,,,,,,1,Combo-squat: amazon
amazonses.com,,3.162.163.33,,,,,,1,Combo-squat: amazon
amazon9.com,139.129.182.250,139.129.182.250,80;443;21,,,www.webhostingtest1.com;webhostingtest1.com,,1,Combo-squat: amazon
americanexpressh.com,49.51.135.70,49.51.135.70,9000;12000;15002,CVE-2023-51385;CVE-2016-20012;CVE-2018-15919;CVE-2017-15906;CVE-2021-36368;CVE-2025-26465;CVE-2023-51767;CVE-2018-20685;CVE-2018-15473;CVE-2020-14145;CVE-2020-15778;CVE-2023-48795;CVE-2023-38408;CVE-2007-2768;CVE-2008-3844;CVE-2019-6111;CVE-2019-6110;CVE-2021-41617;CVE-2025-32728;CVE-2019-6109,,,,1,Combo-squat: americanexpress
americanexpressv.com,49.51.135.70,49.51.135.70,9000;12000;15002,CVE-2023-51385;CVE-2016-20012;CVE-2018-15919;CVE-2017-15906;CVE-2021-36368;CVE-2025-26465;CVE-2023-51767;CVE-2018-20685;CVE-2018-15473;CVE-2020-14145;CVE-2020-15778;CVE-2023-48795;CVE-2023-38408;CVE-2007-2768;CVE-2008-3844;CVE-2019-6111;CVE-2019-6110;CVE-2021-41617;CVE-2025-32728;CVE-2019-6109,,,,1,Combo-squat: americanexpress
amazon7.com,,212.7.194.71,,,,,,1,Combo-squat: amazon
citiizensbank.com,,212.7.194.71,,,,,,1,Combo-squat: citi
animalbuildingblocks.com,,104.21.68.130,,,,,,1,Combo-squat: block
americanexpressw.com,,103.224.182.241,,,,,,1,Combo-squat: americanexpress
bankofamericam.com,,103.224.182.241,,,,,,1,Combo-squat: bankofamerica
bankofamericaq.com,,103.224.182.241,,,,,,1,Combo-squat: bankofamerica
chasee.com,,103.224.182.241,,,,,,1,Combo-squat: chase
citit.com,,103.224.182.241,,,,,,1,Combo-squat: citi
citizensbabk.com,,103.224.182.241,,,,,,1,Combo-squat: citi
americanexpressc.com,,103.224.212.202,,,,,,1,Combo-squat: americanexpress
bcbsn.com,,103.224.212.202,,,,,,1,Combo-squat: bcbs
block1.xyz,,103.224.212.202,,,,,,1,Combo-squat: block
citizenssbank.com,,103.224.212.202,,,,,,1,Combo-squat: citi
anthem7.com,74.208.236.51,74.208.236.51,80;443,,,74-208-236-51.elastic-ssl.ui-r.com,,1,Combo-squat: anthem
anthem.healthmarketadvisor.com,,54.211.209.79,,,,,,1,Combo-squat: anthem
anthemi.com,143.244.60.196,143.244.60.196,4321;8187;8100;8101;8111;8185;3337;8110;1935;80;8115;8180;8181;22;8183;8184;8182;8186;443;8188;8189,,,b-cdn.net;unn-143-244-60-196.datapacket.com,,1,Combo-squat: anthem
amerinetgate.com,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: gate
bbinance.us,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: binance
bbingx.com,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: bingx
binancee.us,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: binance
binanceh.com,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: binance
binancer.com,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: binance
bitfinexx.com,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: bitfinex
blockz.xyz,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: block
blocky.xyz,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: block
cablegateast.com,54.215.31.113,54.215.31.113,80;443,,cloud,ec2-54-215-31-113.us-west-1.compute.amazonaws.com;cristobalinfante.com,,1,Combo-squat: gate
anthems.com,67.222.24.24,67.222.24.24,2096;2082;2083;2086;2087;3306;2095;80;22;8887;8888;8889;443,CVE-2023-51385;CVE-2016-20012;CVE-2021-36368;CVE-2025-26465;CVE-2018-20677;CVE-2025-32728;CVE-2020-14145;CVE-2018-14040;CVE-2023-51767;CVE-2020-15778;CVE-2016-10735;CVE-2023-48795;CVE-2019-8331;CVE-2023-38408;CVE-2018-14042;CVE-2018-20676;CVE-2007-2768;CVE-2008-3844;CVE-2019-16905;CVE-2021-41617,database,0free.com;cp29-ga.privatesystems.net,,1,Combo-squat: anthem
anthemd.com,,199.34.228.191,,,,,,1,Combo-squat: anthem
anthropic1.33mail.com,,44.194.75.85,,,,,,1,Combo-squat: anthropic
applesafe3.33mail.com,,44.194.75.85,,,,,,1,Combo-squat: apple
anthemm.com,172.237.146.25,172.237.146.25,80;443,,cdn;cloud,k8s-svc-lander-shared-06.us-ord.parklogic.net,,1,Combo-squat: anthem
bcbsv.com,172.237.146.25,172.237.146.25,80;443,,cdn;cloud,k8s-svc-lander-shared-06.us-ord.parklogic.net,,1,Combo-squat: bcbs
chatgpty.com,172.237.146.25,172.237.146.25,80;443,,cdn;cloud,k8s-svc-lander-shared-06.us-ord.parklogic.net,,1,Combo-squat: chatgpt
anthropics.com,23.23.162.63,23.23.162.63,80;443,,cloud,www.portraitprofessional.com;portraitprofessional.com;win9.anthropics.com,,1,Combo-squat: anthropic
anthropick.com,172.67.194.17,172.67.194.17,2096;2082;2083;2052;2053;2086;2087;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: anthropic
anthemc.com,,216.245.213.78,,,,,,1,Combo-squat: anthem
apple-rs.ru,104.21.87.132,104.21.87.132,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: apple
app.tryliquid.xyz,,216.150.1.193,,,,,,1,Combo-squat: liquid
apple.servemp3.com,,154.178.11.93,,,,,,1,Combo-squat: apple
apple1.com,64.99.64.37,64.99.64.37,80,CVE-2019-0196;CVE-2017-7679;CVE-2017-9798;CVE-2025-58098;CVE-2013-4365;CVE-2017-3169;CVE-2022-28330;CVE-2021-32791;CVE-2021-32792;CVE-2023-31122;CVE-2024-38476;CVE-2024-27316;CVE-2024-38474;CVE-2024-38475;CVE-2024-38472;CVE-2024-38473;CVE-2009-0796;CVE-2020-1927;CVE-2011-2688;CVE-2017-3167;CVE-2021-32786;CVE-2021-32785;CVE-2007-4723;CVE-2021-44790;CVE-2016-4979;CVE-2016-4975;CVE-2020-13938;CVE-2020-35452;CVE-2022-22719;CVE-2024-47252;CVE-2020-1934;CVE-2021-34798;CVE-2016-1546;CVE-2018-1333;CVE-2018-11763;CVE-2019-0217;CVE-2024-24795;CVE-2021-33193;CVE-2019-0211;CVE-2019-17567;CVE-2022-31813;CVE-2024-42516;CVE-2012-4360;CVE-2025-59775;CVE-2025-65082;CVE-2024-39573;CVE-2021-26690;CVE-2021-26691;CVE-2019-0220;CVE-2024-38477;CVE-2022-30556;CVE-2021-39275;CVE-2018-17189;CVE-2023-38709;CVE-2022-29404;CVE-2018-1312;CVE-2006-20001;CVE-2019-10092;CVE-2021-44224;CVE-2022-22721;CVE-2022-22720;CVE-2017-15710;CVE-2017-15715;CVE-2019-10098;CVE-2016-5387;CVE-2021-40438;CVE-2011-1176;CVE-2022-23943;CVE-2018-17199;CVE-2018-1301;CVE-2018-1302;CVE-2018-1303;CVE-2022-36760;CVE-2023-25690;CVE-2020-11985;CVE-2022-26377;CVE-2019-10082;CVE-2016-8740;CVE-2016-8743;CVE-2024-40898;CVE-2024-43204;CVE-2012-3526;CVE-2016-8612;CVE-2009-2299;CVE-2025-66200;CVE-2012-4001;CVE-2022-37436;CVE-2025-49812;CVE-2017-9788;CVE-2025-53020;CVE-2013-2765;CVE-2024-43394;CVE-2013-0941;CVE-2013-0942;CVE-2023-45802;CVE-2018-1283;CVE-2022-28615;CVE-2022-28614,,osrs.systemdns.com,,1,Combo-squat: apple
apple9.com,172.67.181.14,172.67.181.14,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: apple
apple0.com,208.98.40.36,208.98.40.36,6379;6380;80;81;1234;53;443,CVE-2023-44487;CVE-2022-31628;CVE-2022-31629;CVE-2022-37454;CVE-2024-25117;CVE-2017-8923;CVE-2025-23419;CVE-2013-2220;CVE-2022-4900;CVE-2021-23017;CVE-2024-3566;CVE-2021-3618;CVE-2007-3205;CVE-2024-5458,eol-product,,,1,Combo-squat: apple
apple.edu.pl,,198.252.98.85,,,,,,1,Combo-squat: apple
appleblog.com,,172.232.3.86,,,,,,1,Combo-squat: apple
callwestgate.com,,172.232.3.86,,,,,,1,Combo-squat: gate
appled.com,,216.120.254.131,,,,,,1,Combo-squat: apple
appleb.com,,172.237.146.8,,,,,,1,Combo-squat: apple
binance3.com,,172.237.146.8,,,,,,1,Combo-squat: binance
applecraft.online,89.108.72.164,89.108.72.164,3306;80;22;443;19132;25565,CVE-2023-44487;CVE-2025-23419,videogame;eol-product;database,applecraft.online;d53435.azlk.regrucolo.ru,Ubuntu,1,Combo-squat: apple
apple5.com,,219.85.73.66,,,,,,1,Combo-squat: apple
applegift.xyz,,172.67.129.221,,,,,,1,Combo-squat: apple
apple3.com,,172.98.192.101,,,,,,1,Combo-squat: apple
applegranite.com,172.67.189.64,172.67.189.64,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: apple
appleid.apple.com,,17.32.194.37,,,,,,1,Combo-squat: apple
applefordparts.com,,172.236.109.120,,,,,,1,Combo-squat: apple
applebeta.cn,5.255.122.17,5.255.122.17,80;25;443,,self-signed;starttls,tempmail.cn,,1,Combo-squat: apple
applec.com,183.111.174.86,183.111.174.86,587;110;80;21;25;443,,,,Unix,1,Combo-squat: apple
applem.com,,208.98.40.209,,,,,,1,Combo-squat: apple
applek.com,153.127.111.221,153.127.111.221,993;995;587;110;143;80;465;21;22;25;443,CVE-2016-20012;CVE-2024-3566;CVE-2025-26465;CVE-2024-25117;CVE-2007-2768;CVE-2025-32728;CVE-2019-16905;CVE-2007-3205;CVE-2024-5458;CVE-2020-14145;CVE-2021-41617;CVE-2013-2220;CVE-2022-4900;CVE-2019-6111;CVE-2019-6110;CVE-2018-20685;CVE-2020-15778;CVE-2023-51385;CVE-2008-3844;CVE-2021-36368;CVE-2023-51767;CVE-2023-48795;CVE-2023-38408;CVE-2019-6109,eol-product;starttls,221.111.127.153.static.www9693m.sakura.ne.jp,,1,Combo-squat: apple
applel.com,,34.117.176.22,,,,,,1,Combo-squat: apple
chase3.com,,34.117.176.22,,,,,,1,Combo-squat: chase
apple7.com,,160.251.229.82,,,,,,1,Combo-squat: apple
applemail.bugfoo.com,,172.237.145.27,,,,,,1,Combo-squat: apple
cisco.candassociates.com,,172.237.145.27,,,,,,1,Combo-squat: cisco
appleh.com,208.98.40.213,208.98.40.213,6379;6380;80;81;1234;53;443,CVE-2023-44487;CVE-2022-31628;CVE-2022-31629;CVE-2022-37454;CVE-2024-25117;CVE-2017-8923;CVE-2025-23419;CVE-2013-2220;CVE-2022-4900;CVE-2021-23017;CVE-2024-3566;CVE-2021-3618;CVE-2007-3205;CVE-2024-5458,eol-product,,,1,Combo-squat: apple
apples.com,104.21.20.83,104.21.20.83,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: apple
applep.com,208.98.40.35,208.98.40.35,6379;6380;80;81;1234;53;443,CVE-2023-44487;CVE-2022-31628;CVE-2022-31629;CVE-2022-37454;CVE-2024-25117;CVE-2017-8923;CVE-2025-23419;CVE-2013-2220;CVE-2022-4900;CVE-2021-23017;CVE-2024-3566;CVE-2021-3618;CVE-2007-3205;CVE-2024-5458,eol-product,,,1,Combo-squat: apple
appleseedrlty.com,185.53.177.31,185.53.177.31,80,,,,,1,Combo-squat: apple
applet.com,104.26.15.137,104.26.15.137,8080;2082;2083;2086;2087;80;8880;8443;443,,cdn,,,1,Combo-squat: apple
appletreecabin.com,162.255.119.25,162.255.119.25,80,,,,,1,Combo-squat: apple
apps.microsoft.com,13.107.246.51,13.107.246.51,80;443,,cdn;cloud,,,1,Combo-squat: microsoft
appley.com,,23.121.107.4,,,,,,1,Combo-squat: apple
appleu.com,208.98.40.33,208.98.40.33,6379;6380;80;81;1234;53;443,CVE-2023-44487;CVE-2022-31628;CVE-2022-31629;CVE-2022-37454;CVE-2024-25117;CVE-2017-8923;CVE-2025-23419;CVE-2013-2220;CVE-2022-4900;CVE-2021-23017;CVE-2024-3566;CVE-2021-3618;CVE-2007-3205;CVE-2024-5458,eol-product,www.ecsou.com,,1,Combo-squat: apple
apples4sale.com,,172.239.57.117,,,,,,1,Combo-squat: apple
chatgptm.com,,172.239.57.117,,,,,,1,Combo-squat: chatgpt
applew.com,104.131.159.251,104.131.159.251,,,,,,1,Combo-squat: apple
ascale.com,,104.21.65.81,,,,,,1,Combo-squat: scale
armeta.loseyourip.com,157.15.82.151,157.15.82.151,2000;161,,,host-151.8bit.net.id,,1,Combo-squat: meta
aspotgmail.org,,103.168.172.37,,,,,,1,Combo-squat: gmail
aquera.com,199.60.103.168,199.60.103.168,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: quera
appleg.com,,157.7.107.113,,,,,,1,Combo-squat: apple
applev.com,208.98.40.215,208.98.40.215,6379;6380;80;81;1234;53;443,CVE-2023-44487;CVE-2022-31628;CVE-2022-31629;CVE-2022-37454;CVE-2024-25117;CVE-2017-8923;CVE-2025-23419;CVE-2013-2220;CVE-2022-4900;CVE-2021-23017;CVE-2024-3566;CVE-2021-3618;CVE-2007-3205;CVE-2024-5458,eol-product,,,1,Combo-squat: apple
aschwab.com,,103.224.182.253,,,,,,1,Combo-squat: schwab
azoom.us,,103.224.182.253,,,,,,1,Combo-squat: zoom
cititzensbank.com,,103.224.182.253,,,,,,1,Combo-squat: citi
citizensbanks.com,,103.224.182.253,,,,,,1,Combo-squat: citizensbank
citizenshank.com,,103.224.182.253,,,,,,1,Combo-squat: citi
assetcrypto.com,172.238.190.126,172.238.190.126,80;443,,cdn;cloud,k8s-svc-lander-evan-01.us-ord.parklogic.net;entrypointsoft.com,,1,Combo-squat: crypto
chessliquidators.com,172.238.190.126,172.238.190.126,80;443,,cdn;cloud,k8s-svc-lander-evan-01.us-ord.parklogic.net;entrypointsoft.com,,1,Combo-squat: liquid
aservicenow.com,35.215.104.75,35.215.104.75,80;443,,cloud,larigelman.com;75.104.215.35.bc.googleusercontent.com,,1,Combo-squat: servicenow
aspotify.com,,199.191.50.184,,,,,,1,Combo-squat: spotify
bcbsp.com,,199.191.50.184,,,,,,1,Combo-squat: bcbs
cdocusign.com,,199.191.50.184,,,,,,1,Combo-squat: docusign
astatefarm.com,99.83.176.46,99.83.176.46,80,,cloud,a44fc39dcd01d2028.awsglobalaccelerator.com,,1,Combo-squat: statefarm
ccoinbase.com,99.83.176.46,99.83.176.46,80,,cloud,a44fc39dcd01d2028.awsglobalaccelerator.com,,1,Combo-squat: coinbase
astripe.com,50.87.192.171,50.87.192.171,993;2082;995;2222;2086;2087;2095;3306;587;110;143;80;465;2083;21;22;5432;26;443;2077;53,CVE-2023-51385;CVE-2016-20012;CVE-2018-15919;CVE-2017-15906;CVE-2021-36368;CVE-2025-26465;CVE-2023-51767;CVE-2018-20685;CVE-2018-15473;CVE-2020-14145;CVE-2020-15778;CVE-2023-48795;CVE-2023-38408;CVE-2007-2768;CVE-2008-3844;CVE-2019-6111;CVE-2019-6110;CVE-2021-41617;CVE-2025-32728;CVE-2019-6109,database;eol-product;starttls,autodiscover.stmichaelsfashions.com;cpanel.stmichaelsfashions.com;stmichaelsfashions.com;box2279.bluehost.com;webdisk.stmichaelsfashions.com;cpcontacts.stmichaelsfashions.com;bluehost.com;mail.stmichaelsfashions.com;www.stmichaelsfashions.com;webmail.stmichaelsfashions.com;cpcalendars.stmichaelsfashions.com,,1,Combo-squat: stripe
athene7.com,,104.21.94.106,,,,,,1,Combo-squat: athene
atariblockchainpartners.com,172.67.159.14,172.67.159.14,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn;open-dir,backform.eu,,1,Combo-squat: block
athenea.com,,10.13.8.162,,,,,,1,Combo-squat: athene
artificialintelligence.productions,172.67.195.179,172.67.195.179,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,reservoirdental.net,,1,Combo-squat: intel
athenel.com,,104.21.41.70,,,,,,1,Combo-squat: athene
athener.com,35.204.166.184,35.204.166.184,80,,cloud,184.166.204.35.bc.googleusercontent.com,,1,Combo-squat: athene
athenet.com,,64.29.145.9,,,,,,1,Combo-squat: athene
athenez.com,,23.236.62.147,,,,,,1,Combo-squat: athene
aryagate.net,193.36.85.5,193.36.85.5,993;995;3333;2222;587;110;143;80;465;21;443,CVE-2025-67896;CVE-2025-30232,self-signed;starttls,www.persianmarble.com;persianmarble.com,,1,Combo-squat: gate
atlassiann.com,216.239.138.246,216.239.138.246,80;443;21;22,,starttls,guardedhost.com;geraldinescott.com;216-239-138.246.cluster.omnis.com,,1,Combo-squat: atlassian
aslack.com,144.34.244.135,144.34.244.135,24808;22222;80;24082;24181;24472;24442,CVE-2019-6110;CVE-2016-20012;CVE-2018-15919;CVE-2025-32728;CVE-2021-36368;CVE-2025-26465;CVE-2018-20685;CVE-2020-14145;CVE-2023-51767;CVE-2020-15778;CVE-2023-48795;CVE-2023-38408;CVE-2023-51385;CVE-2007-2768;CVE-2008-3844;CVE-2019-6111;CVE-2019-16905;CVE-2021-41617;CVE-2019-6109,,144.34.244.135.16clouds.com,,1,Combo-squat: slack
athenek.com,44.227.65.245,44.227.65.245,80;443,,cloud,ec2-44-227-65-245.us-west-2.compute.amazonaws.com,,1,Combo-squat: athene
block9.xyz,44.227.65.245,44.227.65.245,80;443,,cloud,ec2-44-227-65-245.us-west-2.compute.amazonaws.com,,1,Combo-squat: block
aws.amazon.com,13.249.141.115,13.249.141.115,80;443,,cdn;cloud,server-13-249-141-115.ord56.r.cloudfront.net,,1,Combo-squat: amazon
aws-amazon.com,,35.71.175.104,,,,,,1,Combo-squat: amazon
ayudafacebook.com,172.67.188.4,172.67.188.4,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,estra.com,,1,Combo-squat: facebook
aws.amazon7.com,,69.162.80.58,,,,,,1,Combo-squat: amazon
azengo.com,16.54.55.151,16.54.55.151,80;443,,cloud,ec2-16-54-55-151.ca-central-1.compute.amazonaws.com,,1,Combo-squat: zengo
bitson.com,16.54.55.151,16.54.55.151,80;443,,cloud,ec2-16-54-55-151.ca-central-1.compute.amazonaws.com,,1,Combo-squat: bitso
azure.cloudns.asia,35.225.170.33,35.225.170.33,22,CVE-2023-51767;CVE-2008-3844;CVE-2007-2768,cloud,33.170.225.35.bc.googleusercontent.com,,1,Combo-squat: azure
azooma.ru,90.156.135.73,90.156.135.73,993;443;587;110;143;80;465;21;22;8888;25;123,CVE-2022-3620;CVE-2024-39929;CVE-2025-67896;CVE-2023-51766;CVE-2023-42117;CVE-2023-42116;CVE-2023-42115;CVE-2023-42114;CVE-2023-42119;CVE-2022-37451;CVE-2022-3559,self-signed;starttls,vm738158.vps.masterhost.tech,,1,Combo-squat: zoom
autozoomer.ru,,217.29.53.65,,,,,,1,Combo-squat: zoom
azure.candassociates.com,172.233.221.214,172.233.221.214,80;443,,cdn;self-signed;cloud,k8s-svc-lander-namesilo-02.us-ord.parklogic.net,,1,Combo-squat: azure
cisco.bugfoo.com,172.233.221.214,172.233.221.214,80;443,,cdn;self-signed;cloud,k8s-svc-lander-namesilo-02.us-ord.parklogic.net,,1,Combo-squat: cisco
atheneq.com,,118.69.80.41,,,,,,1,Combo-squat: athene
azure.microsoft.com,,23.38.250.135,,,,,,1,Combo-squat: azure
