mx_host,domain_count,primary_asn
invel-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.invarli.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.intxr.com,1,"AS60592 (GRANSY - Gransy s.r.o., CZ)"
ipm-fi.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.investigebml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mx.core.locaweb.com.br,1,"AS27715 (AS27715 - Locaweb Servicos de Internet S/A, BR)"
mail.intermomail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.ionolenonos.fr,1,"AS203446 (AS203446 - SMARTNET Germany GmbH, DE)"
intd-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.temp-mail-free.com,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
ionqs-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
everglades-mx.dynu.com,1,"AS398019 (DYNU - Dynu Systems Incorporated, US)"
mail.iqr.fi,1,"AS16086 (DNA - DNA Oyj, FI)"
iquid-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.int-el.com,1,"AS4788 (TTSSB-MY - TM TECHNOLOGY SERVICES SDN. BHD., MY)"
inteel.com,1,"AS200534 (mserwis-as - DOMENY.TV MSERWIS Sp. z o. o., PL)"
interwin99.net,1,"AS212238 (CDNEXT - Datacamp Limited, GB)"
mail.iris-casino.de.com,1,"AS58061 (SCALAXY-AS - Scalaxy B.V., LV)"
mail.iridoscli.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
irishrose-us.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.iridodinf.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.iridochoroli.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
irishnewstoday-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.iridodmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
irm-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
irishscholar.com,1,"AS39122 (BLACKNIGHT-AS - Blacknight Internet Solutions Limited, IE)"
mx1.irishspringrealty.com,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
mail.irlmail.com,1,"AS30900 (WEBWORLD-AS - Sternforth Ltd. trading as WebWorld, IE)"
a516721.mx.mailhop.org,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
mail.ironmantriathlons.net,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.irrefrali.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
irsguidelines.net,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.irreprehemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.irredudp.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.irriemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.irwin-chucklesphere.website,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
mail.irreprehe.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
isaca-org.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.irresolumail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
_dc-mx.334439aca966.isabellaranjinha.com,1,"AS59711 (HZ-EU-AS - HZ Hosting Ltd, BG)"
isaa-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.irresolvabmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.irrevocabmails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mx1.isachermeskelly.com,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
mail.isbjct4e.com,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
iscacorp-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.ischiovermail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isar.org,1,"AS38719 (DREAMSCAPE-AS-AP - Dreamscape Networks Limited, AU)"
mail.iscidayanismasi.org,1,"AS16276 (OVH - OVH SAS, FR)"
isep.fr.nf,1,"AS16276 (OVH - OVH SAS, FR)"
mail.ishowfirstmail.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.intestml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.iseo24h.com,1,"AS63949 (AKAMAI-LINODE-AP - Akamai Connected Cloud, SG)"
mail.ionolenonos.com,1,"AS203446 (AS203446 - SMARTNET Germany GmbH, DE)"
mail.isi-group.ru,1,"AS210079 (EUROBYTE - EuroByte LLC, RU)"
mail.isoceemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
iqi-fi.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.isletmeyorum.com,1,"AS42846 (guzelhosting - GNET Internet Telekomunikasyon A.S., TR)"
mxa-002ece01.gslb.pphosted.com,1,"AS26211 (PROOFPOINT-ASN-US-WEST - Proofpoint, Inc., US)"
malibuzz.isomnio.com,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
isoa-org.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.isomeromal.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isolatmail.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isoallml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isoagglupt.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isothiopt.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isoamail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isoperimio.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isomails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isodiemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isotemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.isot.se,1,"AS21499 (GODADDY-SXB - Host Europe GmbH, DE)"
mail.isopremail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.islandi-nedv.ru,1,"AS56694 (SmartApe - LLC Smart Ape, RU)"
israelgives-org.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.investingtur.com,1,"AS8492 (OBIT-AS - _OBIT_ Ltd., RU)"
mail.mxdood.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
issimro-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.webl.com,1,"AS29802 (HVC-AS - HIVELOCITY, Inc., US)"
insurrancehub.shop,1,"AS136246 (TOMATTOSTL-AS-AP - Tomattos Technologies Ltd., BD)"
mail.istwunderbar.de,1,"AS214138 (host-zentrum - Julian Kempf trading as Host-Zentrum, DE)"
mail.istioph.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.iswire.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx16.turkticaret.net,1,
isuzuute-com-au.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.itaolo.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mxa.italy-news.net,1,"AS16276 (OVH - OVH SAS, FR)"
itatti-harvard-edu.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.it.x24hr.com,1,"AS39927 (Elight-AS - E-Light-Telecom Ltd., RU)"
mail.fedresurs.org,1,"AS29182 (RU-JSCIOT - JSC IOT, RU)"
mail.itcess.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.itchydog.store,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
irremismail.com,1,"AS213702 (QWINS-LTD - QWINS LTD, GB)"
mail79.conoha.ne.jp,1,"AS7506 (GMO-I-R1 - GMO Internet, Inc., JP)"
pmx.megacp.com,1,"AS41075 (ATW-AS - ATW Internet Kft., HU)"
mx.italy-mail.com,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
iteropmail-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.itchydog.online,1,"AS37153 (Xneelo (Pty) Ltd - Xneelo (Pty) Ltd, ZA)"
itestil-co-il.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.itgracevvx.com,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
mail.itnewsflash.com,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
iranadhd.ir,1,"AS49100 (IR-THR-PTE - Pishgaman Toseeh Ertebatat Company (Private Joint Stock), IR)"
mail.isometrmails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.irreconcilinf.com,1,
mail.irrefranginmail.com,1,
itx-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
itssoluciones.com,1,"AS133296 (WEBWERKS-AS-IN - Web Werks India Pvt. Ltd., IN)"
iu1-org.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.itsme.edu.pl,1,"AS16276 (OVH - OVH SAS, FR)"
_dc-mx.42bbd2a3d14f.hashtagtesla.com,1,"AS33387 (NOCIX - Nocix, LLC, US)"
hashtrain.com,1,
mxa-00198c03.gslb.pphosted.com,1,"AS26211 (PROOFPOINT-ASN-US-WEST - Proofpoint, Inc., US)"
mailgateway.openema.net,1,"AS12876 (AS12876 - Scaleway SAS, FR)"
mx.hatmail.store,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
hatmail.ir,1,"AS212607 (POUYANIT-AS - Saeid Shahrokhi, IR)"
ivanti-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.irreveremail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.ivasms.online,1,"AS38256 (NATIONAL-ROUTE-BD-MHK - Bengal Group Ltd. Nationwide Internet Service Provider, Bangladesh., BD)"
ivamobilecornar.com,1,"AS16276 (OVH - OVH SAS, FR)"
iveszics-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
haveanotion-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mxrouter.haveship.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
malibuzz.havilahdefilippis.com,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
haw88.com,1,"AS214036 (ULTAHOST-AS - Ultahost, Inc., US)"
mx.hawkeyestate.com.cust.hostedemail.com,1,"AS15348 (TUCOWS - Tucows.com Co., CA)"
mail.hawteur.com,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
mail.iwatermail.com,1,"AS63949 (AKAMAI-LINODE-AP - Akamai Connected Cloud, SG)"
mail.iwantto.be,1,"AS210403 (LWS - Groupe LWS SARL, FR)"
mail.iwinedu.com,1,"AS3842 (RAMNODE - InMotion Hosting, Inc., US)"
hazecobill.com,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
mail.hazmat.help,1,"AS58087 (FlorianKolb - Florian Kolb, DE)"
mx.hats-wholesaler.com,1,
mail.irwin-laughmixer.website,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
isgs-com0e.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.ixhale.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mx.uzmanposta.com,1,"AS42910 (PREMIERDC-VERI-MERKEZI-ANONIM-SIRKETI - PremierDC Veri Merkezi Anonim Sirketi, TR)"
mail3.hbtbank.com,1,"AS26875 (HBT-AS-01 - Heartland Bank and Trust Company, US)"
mail.hbtchmail.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
hburgchc-org.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
harpercollins.com,1,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
iya.fr.nf,1,"AS16276 (OVH - OVH SAS, FR)"
mx1.hccmail.win,1,"AS200107 (KL-EXT - Kaspersky Lab Switzerland GmbH, CH)"
mail.hcoupledp.com,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
mxa-000e5c01.gslb.pphosted.com,1,"AS26211 (PROOFPOINT-ASN-US-WEST - Proofpoint, Inc., US)"
izemail-com.mail.protection.outlook.com,1,
mail.hdcvolosy.ru,1,"AS210079 (EUROBYTE - EuroByte LLC, RU)"
disposable.aq.si,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
hdslatour-fr0i.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
_dc-mx.9a2a22dd7e13.hdturkey.com,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
_dc-mx.121dfa154fde.j12345.ru,1,"AS58061 (SCALAXY-AS - Scalaxy B.V., LV)"
col.hdz.hr,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mx1.cernercloud.com,1,"AS17264 (CERNER-COM - Cerner Corporation, US)"
mail.headset5pl.com,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
mail.hdpornstream.com,1,"AS56485 (THEHOST-AS - TheHost LLC, UA)"
mxuzs853j.heacters.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.ivomail.com,1,"AS26554 (US-SIGNAL - US Signal Company, L.L.C., US)"
_dc-mx.fdda682dced9.j3j.org,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.health-plan-enrollment.com,1,"AS396982 (GOOGLE-CLOUD-PLATFORM - Google LLC, US)"
mx.public.govdelivery.com,1,"AS29748 (QTS-ASH - Quality Technology Services, LLC, US)"
hccil-org.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.healthcoachpractitioner.com,1,"AS31898 (ORACLE-BMC-31898 - Oracle Corporation, US)"
hcltech-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.healthdietshop.com,1,"AS16276 (OVH - OVH SAS, FR)"
healthfit247.com,1,"AS7393 (CYBERCON - CYBERCON, INC., US)"
dns2.namecheaphosting.com,1,"AS12008 (VERCARA - Vercara, LLC, US)"
mx0a-006f7c02.pphosted.com,1,"AS26211 (PROOFPOINT-ASN-US-WEST - Proofpoint, Inc., US)"
healthinsite-net.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.hdala.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
mail.hbs-group.ru,1,"AS210079 (EUROBYTE - EuroByte LLC, RU)"
healthpilot-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mxa.germany.inbound.cf-emailsecurity.net,1,"AS13335 (CLOUDFLARENET - Cloudflare, Inc., US)"
healthplanssolutions-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
healthproductsforyou-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.healthshare101.com,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
heartandsoulsuccess-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
heartrate.com,1,"AS396982 (GOOGLE-CLOUD-PLATFORM - Google LLC, US)"
_dc-mx.0c2419ad9c42.jackpotjill-casino.com,1,"AS56851 (VPS-UA-AS - PE Skurykhin Mukola Volodumurovuch, UA)"
mail.jablonski.waw.pl,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
a075814.mx.mailhop.org,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
jackson-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
a575967.mx.mailhop.org,1,"AS16509 (AMAZON-02 - Amazon.com, Inc., US)"
jadetexchina-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.jaebd.com,1,"AS216071 (VDSINA - SERVERS TECH FZCO, AE)"
mx.hediye-sepeti.com.cust.b.hostedemail.com,1,"AS32491 (TUCOWS-3 - Tucows.com Co., CA)"
mail.hedonistmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
w01cbc8c.kasserver.com,1,"AS34788 (NMM-AS - Neue Medien Muennich GmbH, DE)"
mx0a-004ac301.pphosted.com,1,"AS26211 (PROOFPOINT-ASN-US-WEST - Proofpoint, Inc., US)"
mail.heixs.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
heartlandsp-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx.helenchongtherapy.com.cust.a.hostedemail.com,1,
mail.jaguare.ru,1,"AS210079 (EUROBYTE - EuroByte LLC, RU)"
heisenetwork-com01c.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
helifoil.com,1,"AS31034 (ARUBA-ASN - Aruba S.p.A., IT)"
mail.helianmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.helioceli.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
_dc-mx.efb4a79f079f.jak-zaoszczedzic.pl,1,"AS47544 (IQPL-AS - IQ PL Sp. z o.o., PL)"
helenmorre.com,1,"AS149020 (WEBHORIZON-AS-AP - WebHorizon Internet Services, SG)"
poczta.jaki-kredyt-wybrac.pl,1,"AS31242 (TKPSA-AS - P4 Sp. z o.o., PL)"
mail.jam.earnlivez.net,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mail.hellomailo.net,1,"AS212772 (ADGUARD - AdGuard Software Limited, CY)"
mailcow.uptraff.com,1,"AS205544 (LEASEWEB-UK-LON-11 - Leaseweb UK Limited, GB)"
mail.hellomaazine.com,1,"AS46606 (UNIFIEDLAYER-AS-1 - Unified Layer, US)"
mail.helminthol.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hellohitech.com,1,"AS132056 (SCICUBE-AS - RM B, 2/F 88 KWAI CHEONG ROAD, HK)"
mail.jamyjmkqdsc.com,1,"AS58087 (FlorianKolb - Florian Kolb, DE)"
jamulcasinosd-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
jamulcasino-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.dandilly.com.au,1,"AS16276 (OVH - OVH SAS, FR)"
mail.jandapanel.pl,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
mail.help.thewisetransfer.click,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
mail.jandaokna.pl,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
mail.help.thebillieholiday.click,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
mx6.janewsonline.com,1,
helperv.com,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
mail.helptoearnmoney.com,1,"AS16276 (OVH - OVH SAS, FR)"
mx.jankusmirek.com,1,"AS62904 (AS62904 - Eonix Corporation, US)"
helperv.net,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
mail.helpdesk.51tiemo.com,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
mail.hematemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hematenceils.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
heatherwilliamsagent-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mx1.hemmersbach.com,1,"AS3320 (DTAG - Deutsche Telekom AG, DE)"
mail.hematencml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hematoloeomail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.japandmail.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hemini.com,1,"AS13285 (OPALTELECOM-AS - TalkTalk Communications Limited, GB)"
mail.hemoglobli.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hemiascommail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
smtp-fwd.wordpress.com,1,"AS2635 (AUTOMATTIC - Automattic, Inc, US)"
mail.hemimmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hemodimail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hemiamail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hemocytmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hemimetamml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.hemiascoml.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.jaggrats.com,1,"AS32097 (WII - WholeSale Internet, Inc., US)"
heelosophy-net.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
jasawebsitepremium.com,1,"AS138115 (IDNIC-DENEVA-AS-ID - PT Deneva, ID)"
hengo.com,1,"AS20857 (TRANSIP-AS - Signet B.V., NL)"
mail.hendecasy.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
hendygroup-com01c.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
gate.hengely.com,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
master.jaerhard.com,1,"AS24961 (MYLOC-AS - WIIT AG, DE)"
mail.hebemail.com,1,"AS132056 (SCICUBE-AS - RM B, 2/F 88 KWAI CHEONG ROAD, HK)"
mail.hepi.pl,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
mx.jawatengah.net,1,"AS212238 (CDNEXT - Datacamp Limited, GB)"
maria.id.domainesia.com,1,"AS138115 (IDNIC-DENEVA-AS-ID - PT Deneva, ID)"
mx.herestoreonsale.org,1,"AS14061 (DIGITALOCEAN-ASN - DigitalOcean, LLC, US)"
jayohrberg.com,1,"AS49101 (KTCT-ASN - CEZNET s.r.o., CZ)"
ms20744013.msv1.invalid,1,
java-trade.ru,1,"AS49981 (WorldStream - WorldStream B.V., NL)"
host50.registrar-servers.com,1,"AS22612 (NAMECHEAP-NET - Namecheap, Inc., US)"
heritagecadillac-com.p10.spamhero.com,1,"AS13354 (ZC38-AS1 - zColo, US)"
herocopters.com,1,"AS20857 (TRANSIP-AS - Signet B.V., NL)"
mail.heroldgroup.pl,1,"AS41079 (CF-GDA - Cyber_Folks S.A., PL)"
mail.jbauto.ru,1,"AS49505 (SELECTEL - JSC Selectel, RU)"
jbnote.com,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
herveyhideout.com,1,"AS24940 (HETZNER-AS - Hetzner Online GmbH, DE)"
mxext-a.dnet.net.id,1,"AS9794 (DNET-ID-AP - PT. Core Mediatech (D-NET), ID)"
mail.jazzvip.site,1,"AS51167 (CONTABO - Contabo GmbH, DE)"
heteromail-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
mail.heteroinf.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.heterochrsmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.heterogli.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.jcausedm.com,1,"AS47583 (AS-HOSTINGER - Hostinger International Limited, CY)"
mail.heterochemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.heterometli.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.heterometic.com,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.heterolmails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.heteroaggmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.heteromoemail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
hexagonhost.com,1,"AS36454 (WHG-DAL - WHG Hosting Services Ltd, GB)"
mail.hetersmail.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
mail.heterotropmails.ru,1,"AS12586 (ASGHOSTNET - GHOSTnet GmbH, DE)"
_dc-mx.13051a1dbb5f.hexhex.site,1,"AS216071 (VDSINA - SERVERS TECH FZCO, AE)"
hexv.com,1,
jcpeterson.net,1,"AS263702 (AS263702 - GRUPO ZGH SPA, CL)"
jcpenney-com.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
home-mx.app.hey.com,1,"AS25657 (BASECAMP - Basecamp, LLC, US)"
heydayfm-nl.mail.protection.outlook.com,1,"AS8075 (MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US)"
